step,action0,action1,action2,action3,action4,action5,action6,action7,state0,state1,state2,state3,state4,state5,state6,state7,state8,state9,state10,state11,state12,state13,state14,state15,state16,state17,state18,state19,state20,state21,state22,state23,state24,state25,state26,
0,0.133451,0.195774,-0.287335,-0.00617993,-0.10282,0.00182067,0.00770131,0.041544,0.654131,0.996935,0.042092,0.0582416,-0.0309292,-0.00735012,0.0565116,0.0761231,0.0462263,-0.000918915,0.0158844,-0.0385503,0.043975,0.047868,0.0731876,0.0648389,0.0549416,0.0181467,0.0555343,0.0700165,0.0293458,0.035029,0.0451245,0.00214929,0.0969759,0.0306798,0.0941912,
1,0.141296,0.205195,-0.292354,-0.0474891,-0.0797059,0.204363,0.00573979,0.032172,0.678978,0.996537,0.0428239,0.0664958,-0.0256487,-0.0561063,0.43458,0.0589503,-0.414793,0.000462526,-0.417531,-0.0130933,0.447772,0.0264877,0.0205804,0.293352,-0.0400436,0.31992,0.336502,-2.005,8.32679,-0.716684,-10.1829,0.0534222,-9.46657,0.981814,9.49114,
2,0.164096,0.232398,-0.308767,-0.0907296,-0.0125316,0.231278,0.000151901,0.00504752,0.675748,0.996574,0.0401064,0.0709685,-0.0139367,-0.207224,0.831944,0.00924881,-0.873885,0.00399288,-0.873324,0.0605429,0.948313,-0.00501438,0.018054,-0.347479,-0.956271,-0.589328,0.529984,-4.01721,7.57656,-1.26623,-8.18451,0.0803717,-8.77239,1.95488,10.4695,
3,0.193548,0.267082,-0.332031,-0.128912,0.074201,-0.0158839,-0.0066712,-0.0298736,0.65494,0.998804,-0.0488833,0.00113145,0.00025765,-0.458249,1.1854,-0.0547389,-1.2271,0.00659543,-1.27767,0.185381,1.32111,-0.0993256,0.145379,-0.422314,-0.696208,-0.403402,0.707746,-6.072,6.55015,-1.2602,-4.92084,0.0715055,-2.97415,3.02826,-0.821135,
4,0.213923,0.290669,-0.346804,-0.136876,0.134869,-0.0175784,-0.0114329,-0.0545123,0.657737,0.999147,-0.0354322,-0.00464819,0.020679,-0.564614,1.25954,-0.0998856,-1.24332,0.00815905,-1.24851,0.368506,1.24748,0.320992,-0.691877,-0.00130904,0.591011,-0.0736177,0.475567,0.991297,-1.21482,-0.598233,0.709456,0.00580114,1.15665,4.29397,-0.908583,
5,0.216106,0.293181,-0.345871,-0.127823,0.141296,-0.00277212,-0.0115721,-0.0571333,0.64598,0.999341,-0.016511,-0.00503278,0.0319182,-0.532054,1.17528,-0.104688,-1.21183,0.00640178,-1.20198,0.557389,1.22602,0.416475,-0.560709,-0.478884,1.05692,-0.0342738,0.779089,0.287716,-2.1476,0.394799,0.549053,-0.0802805,0.710911,0.251958,-0.143412,
6,0.195734,0.269624,-0.319574,-0.114013,0.0807906,-0.000307207,-0.00590218,-0.0325423,0.614244,0.998666,0.00711009,-0.0036064,0.0510184,-0.525577,1.04712,-0.0596287,-1.18559,3.66371e-05,-1.17792,0.5348,1.22301,0.188351,-0.0653046,-0.242643,0.122762,0.0667375,0.377022,0.0408451,-2.97059,1.40609,0.497351,-0.209202,0.231086,-0.368627,-0.0158933,
7,0.158074,0.225301,-0.282948,-0.0961009,-0.0313775,-5.7041e-05,0.00445982,0.0126172,0.614096,0.998516,-0.000950907,-0.00310313,0.0543695,-0.524671,0.881493,0.0231192,-1.16121,-0.0113852,-1.17358,0.525729,1.22263,0.11918,0.281382,0.103667,-0.263629,0.124921,-0.139459,0.00567859,-3.64692,1.86946,0.491277,-0.21019,-0.0274737,-0.0638,-0.00295101,
8,0.118852,0.17818,-0.251128,-0.0748933,-0.146106,-1.25492e-05,0.0146762,0.059142,0.614088,0.998734,-0.00746377,-0.00212846,0.0496992,-0.524482,0.686129,0.108369,-1.13788,-0.0207541,-1.17263,0.524294,1.2225,0.118894,0.258975,-0.00386405,-0.0777766,0.0292144,-0.312416,0.00139879,-4.16088,1.53971,0.422831,-0.164395,0.0648458,-0.00791481,-0.000649233,
9,0.0964021,0.150835,-0.235779,-0.0538692,-0.209881,-1.66065e-05,0.0205013,0.0855969,0.612213,0.999023,-0.0093796,-0.00317586,0.0430627,-0.524406,0.493071,0.156844,-1.11867,-0.0261707,-1.15872,0.524124,1.22241,0.125944,0.156748,-0.00473592,0.149135,-0.182407,-0.184519,0.00040856,-0.971468,0.418447,0.344279,-0.0550763,0.490178,-0.000434737,-0.000859137,
