step,action0,action1,action2,action3,action4,action5,action6,action7,state0,state1,state2,state3,state4,state5,state6,state7,state8,state9,state10,state11,state12,state13,state14,state15,state16,state17,state18,state19,state20,state21,state22,state23,state24,state25,state26,
0,0.000851312,0.000427773,0.0022712,-0.112055,-0.0689818,0,-0.00530691,-0.000480252,0.654131,0.996935,0.042092,0.0582416,-0.0309292,-0.00735012,0.0565116,0.0761231,0.0462263,-0.000918915,0.0158844,-0.0385503,0.043975,0.047868,0.0731876,0.0648389,0.0549416,0.0181467,0.0555343,0.0700165,0.0293458,0.035029,0.0451245,0.00214929,0.0969759,0.0306798,0.0941912,
1,0.00838452,0.00626992,0.00160609,-0.110563,-0.211087,0,-0.00135972,-0.000153828,0.678197,0.996401,0.0428406,0.0675383,-0.0280783,-0.00363312,0.427409,0.0652563,-0.414933,-0.00180617,-0.420383,-0.0368861,0.433107,0.114901,-0.0133947,0.256298,-0.0258853,0.439347,0.143469,0.0780808,7.85827,-0.467044,-10.192,-0.0363704,-9.65293,0.0367979,8.57996,
2,0.0165079,0.0130476,0.00156776,-0.10909,-0.324866,0,0.00261492,6.95488e-05,0.673427,0.995843,0.0418145,0.0780686,-0.0213197,0.000290566,0.790372,0.003873,-0.911976,-0.00390756,-0.891234,-0.0335454,0.852726,0.0230516,-0.0328901,-0.458501,-0.103143,0.404194,0.337288,0.0799678,6.67036,-1.97801,-9.69365,-0.0470266,-9.18464,0.096735,8.20787,
3,0.024138,0.0188851,0.00197638,-0.106406,-0.367391,0,0.0800231,0.000411665,0.647369,0.999094,-0.0325491,0.0235653,-0.0140083,0.00643382,1.09577,-0.15214,-1.28352,-0.00707515,-1.29274,-0.0269973,1.24686,-0.0227548,-0.0588929,-0.838799,-3.21976,-3.96058,0.369946,0.157551,5.5383,-4.24152,-0.421336,-0.0694209,-1.75639,0.168324,6.31803,
4,0.0242807,-0.00103305,-0.0626156,-0.107491,-0.207776,0,-0.0321521,0.00215355,0.659264,0.997411,-0.0127722,-0.0318989,0.063172,0.00585175,1.24567,-0.412687,-1.23626,0.00242257,-1.24533,-0.016161,1.25423,-0.268457,-1.10904,0.264764,1.48389,-1.3463,3.72361,-0.0502323,-0.238775,-6.37257,1.11845,0.47069,1.37161,0.295227,-1.16323,
5,0.0231721,-0.00807874,-0.0214308,-0.0917721,-0.0789982,0,-0.026716,0.000232879,0.674649,0.989345,0.0161707,-0.0421803,0.138406,-0.0075224,1.21135,-0.57306,-1.18201,0.0186481,-1.1818,0.00304043,1.19697,0.151593,-0.354841,0.493227,0.95006,0.54226,1.968,-0.477128,-1.07,0.963045,1.04939,0.175045,1.13209,0.473328,-1.12721,
6,0.0220772,-0.00987263,-0.0101262,-0.079433,-0.0854427,0,-0.0391798,-0.00108235,0.686737,0.981285,0.0343585,-0.0252151,0.187786,-0.0347202,1.14227,-0.530963,-1.1307,0.0222913,-1.12652,0.0303552,1.14041,0.144057,-0.358023,-0.0101753,0.852775,0.646406,1.9702,-0.610227,-1.68824,0.545339,1.00339,-0.0280213,1.07952,0.617789,-1.1352,
7,0.0209682,-0.00624316,0.00545169,-0.0639596,-0.0705351,0,-0.0537019,-0.00259857,0.673631,0.970127,0.0493226,-0.00609043,0.237451,-0.06638,1.04528,-0.519998,-1.08164,0.0137214,-1.07405,0.0644912,1.08313,0.140298,-0.370485,-0.514185,0.740759,0.745925,2.01565,-0.655794,-2.18708,-0.101277,0.958993,-0.312483,1.01941,0.746517,-1.15598,
8,0.0198527,0.00539705,0.038626,-0.0447944,-0.0442305,0,-0.0559087,-0.00470128,0.641185,0.956442,0.0556052,0.0189741,0.285949,-0.0973582,0.926772,-0.525568,-1.03484,-0.0115019,-1.0262,0.104677,1.0255,0.248444,-0.0153688,-0.642714,0.12624,1.55121,1.82706,-0.583195,-2.55107,0.0313216,0.911748,-0.696625,0.862039,0.859307,-1.14884,
9,0.0189,0.0265746,0.0562317,-0.0264682,-0.0259289,0,-0.0274286,-0.00563116,0.621586,0.94694,0.023327,0.0250343,0.319583,-0.118576,0.794117,-0.524134,-0.989991,-0.0548186,-0.98547,0.148867,0.976291,-0.429921,-0.074895,-0.495666,-1.55611,0.427629,1.21453,-0.271602,-2.75352,0.0141425,0.87778,-1.04525,0.775161,0.928443,-0.904037,
