step,action0,action1,action2,action3,action4,action5,action6,action7,state0,state1,state2,state3,state4,state5,state6,state7,state8,state9,state10,state11,state12,state13,state14,state15,state16,state17,state18,state19,state20,state21,state22,state23,state24,state25,state26,
0,-0.0215809,0.00136832,-0.00309513,0.000559211,-0.0617481,0.0155244,0.015109,0,0.654131,0.996935,0.042092,0.0582416,-0.0309292,-0.00735012,0.0565116,0.0761231,0.0462263,-0.000918915,0.0158844,-0.0385503,0.043975,0.047868,0.0731876,0.0648389,0.0549416,0.0181467,0.0555343,0.0700165,0.0293458,0.035029,0.0451245,0.00214929,0.0969759,0.0306798,0.0941912,
1,-0.130312,-0.112185,-0.00246105,-0.0147962,-0.052096,0.0135778,0.0129366,0,0.678347,0.996415,0.0431779,0.0671008,-0.028119,-0.00460869,0.435036,0.0665772,-0.413884,0.00188222,-0.420334,-0.040947,0.433174,0.119874,-0.000718734,0.264883,0.0184863,0.385221,0.143504,0.0393758,8.35671,-0.414307,-10.1234,0.110089,-9.64972,-0.124767,8.58434,
2,-0.248881,-0.242884,-0.00105814,-0.0313495,-0.0289542,0.00749058,0.00547027,0,0.673724,0.99585,0.045169,0.0759143,-0.0219157,-0.00332138,0.839913,0.0367275,-0.90514,0.00958057,-0.890923,-0.0707337,0.83128,0.0823545,0.0403844,-0.460786,0.0821178,0.326947,0.32314,0.0132024,7.8427,-0.776684,-9.53148,0.197731,-9.17767,-1.06045,7.35031,
3,-0.360675,-0.376532,9.48014e-05,-0.0454405,0.00537511,-0.00133192,-0.00486058,0,0.645476,0.999574,-0.0040853,0.0267019,-0.0110426,-0.0013944,1.21639,-0.00653051,-1.27287,0.0190253,-1.29208,-0.168537,1.13841,0.125047,0.132023,-0.758633,-1.08659,-4.48274,0.757452,0.0695685,7.15703,-0.939891,-0.6406,0.186501,-1.7644,-2.85464,5.05928,
4,-0.377492,-0.349588,-0.000734987,-0.0438313,0.041459,-0.0102542,-0.012402,0,0.643932,0.999575,-0.00491432,-0.0264997,0.0111199,0.00193584,1.25343,-0.0502786,-1.23676,0.0251627,-1.24623,-0.373205,1.24543,0.544232,-0.0106452,0.407992,0.20696,0.190806,0.609597,0.0624389,-1.12475,-0.813213,0.865883,0.056638,1.29478,-5.31216,-0.688108,
5,-0.373868,-0.238907,-0.00245781,-0.0416135,0.0669723,-0.0167821,-0.0191211,0,0.651829,0.999596,0.00130388,-0.0170232,0.0227194,0.00490023,1.19048,-0.0822916,-1.1965,0.0257039,-1.18306,-0.58717,1.14761,0.396194,-0.0457494,-0.111761,0.321161,0.679173,-0.108858,0.0620809,-1.39396,-0.465941,0.743855,-0.0204386,1.22885,0.550795,-3.20124,
6,-0.37355,-0.22618,-0.00225707,-0.0395082,0.0776572,-0.0189124,-0.0233925,0,0.633189,0.999766,0.010994,0.00215424,0.0185133,0.00749732,1.11486,-0.0927398,-1.16334,0.0213345,-1.12311,-0.540388,0.947645,0.401219,-0.0314163,-0.63506,0.49593,0.803627,-0.148624,0.0406547,-1.62819,0.0427592,0.584051,-0.155626,1.17024,0.571843,-4.78464,
7,-0.372203,-0.223633,-0.00155079,-0.0375017,0.0689784,-0.0155964,-0.0192502,0,0.588098,0.999268,0.0255795,0.0239076,0.0154252,0.0090387,1.02823,-0.0764766,-1.13836,0.00948214,-1.06599,-0.526866,0.672746,0.430231,-0.0245239,-1.17092,0.707595,0.923324,-0.131005,0.0215699,-1.83533,0.603258,0.416768,-0.316689,1.11495,0.0905644,-6.19972,
8,-0.365051,-0.210673,-0.000571063,-0.035775,0.0326861,-0.00702004,-0.00718735,0,0.55927,0.998499,0.0334201,0.0415155,0.0126204,0.00973463,0.935796,-0.0344203,-1.12091,-0.0089962,-1.01684,-0.524948,0.48207,0.469469,-0.25426,-0.127225,0.162677,-0.106416,-0.19355,0.0101314,-1.8589,1.07263,0.285697,-0.432967,0.910149,0.011165,0.534748,
9,-0.343611,-0.20802,0.000242168,-0.0342371,-0.0233673,0.00487358,0.00927592,0,0.543196,0.998484,0.0341519,0.0424793,0.00770906,0.0101391,0.838519,0.0238957,-1.10827,-0.0313556,-0.973077,-0.524709,0.513414,0.575549,-0.16804,-0.522283,-0.0466253,0.192707,-0.193686,0.0056183,-2.03068,1.25849,0.219825,-0.460815,0.84146,0.00141703,0.353145,
10,-0.299996,-0.208866,0.000400845,-0.0328205,-0.0845769,0.0165295,0.0256326,0,0.507927,0.99817,0.0291412,0.0528489,0.00376194,0.0104342,0.733103,0.0810528,-1.09671,-0.0521034,-0.93277,-0.524635,0.521678,0.677429,-0.0826135,-0.913362,-0.287068,0.557481,-0.171965,0.00636149,-2.18427,1.02943,0.242809,-0.370632,0.777589,0.000822806,0.0546546,
11,-0.231772,-0.197232,-3.87296e-05,-0.0315144,-0.12975,0.0235976,0.0351261,0,0.471169,0.997429,0.0274291,0.0662098,-0.000254584,0.0108382,0.62122,0.115722,-1.08163,-0.0657678,-0.895612,-0.524527,0.522821,0.607138,0.0348787,-0.427056,-0.354515,0.757027,-0.228432,0.00480161,-2.29787,0.361491,0.387498,-0.169294,0.702864,0.000640218,0.00536121,
12,-0.14818,-0.232337,-0.000187573,-0.0303187,-0.126756,0.0225033,0.0332249,0,0.460046,0.996774,0.0147839,0.078876,-0.00129296,0.010627,0.510112,0.110354,-1.05743,-0.0675985,-0.861602,-0.524384,0.522897,0.41368,0.0534621,-0.300906,-0.436176,0.556622,0.0400971,-0.00959026,-0.885198,-0.57145,0.560039,0.0910666,0.661484,0.00150006,-9.0463e-05,
13,-0.108825,-0.242036,6.68113e-05,-0.0291814,-0.0707781,0.0124061,0.0187223,0,0.455853,0.996964,0.0141687,0.076562,0.000835464,0.0127446,0.516007,0.0608311,-1.02548,-0.0569201,-0.829253,-0.524243,0.522812,-0.0155852,-0.116124,-0.00654465,0.212767,-0.195949,0.150098,0.0478444,0.246415,-1.39147,0.721736,0.331296,0.62809,0.00194806,-0.000220513,
14,-0.0907385,-0.228693,-9.09043e-05,-0.0281124,0.0222616,-0.00386884,-0.00482242,0,0.452634,0.99736,0.0139818,0.0711639,0.00364533,0.0149136,0.522526,-0.0189693,-0.987678,-0.0372526,-0.798851,-0.524125,0.5228,-0.120454,-0.0963701,-0.108656,-0.0541621,-0.308465,0.112503,0.0330048,0.0425778,-1.79191,0.791533,0.45345,0.590644,0.000747088,-4.82332e-06,
15,-0.107129,-0.233718,-0.00106475,-0.027109,0.118557,-0.0204967,-0.0284741,0,0.448294,0.997595,0.0133129,0.0675395,0.00805826,0.0156621,0.523347,-0.100511,-0.949321,-0.0159935,-0.770317,-0.524072,0.522825,-0.181759,-0.124494,-0.0811709,-0.042805,-0.159504,0.199705,-0.00414114,0.00283521,-1.47499,0.744653,0.398143,0.553086,4.8919e-05,0.000127741,
16,-0.155277,-0.215066,-0.00241778,-0.0261661,0.1775,-0.0305977,-0.0424415,0,0.44442,0.997819,0.0121591,0.063706,0.0122555,0.0151439,0.5234,-0.150069,-0.91691,-0.00164481,-0.743505,-0.524111,0.522818,-0.124403,-0.0936278,-0.0920131,-0.0567555,-0.164402,0.119428,-0.0147733,0.00036584,-0.520545,0.550736,0.177511,0.520359,-0.000289836,-6.0809e-05,
17,-0.218444,-0.169139,-0.00238057,-0.0252779,0.171217,-0.0292704,-0.04037,0,0.441062,0.998059,0.0116638,0.0598559,0.0126144,0.0143556,0.523426,-0.143556,-0.895878,-0.000523356,-0.718251,-0.524214,0.522847,0.0718592,0.0124722,-0.0368309,0.0715966,-0.216101,-0.155701,-0.013014,0.000519315,0.755108,0.311218,-0.12833,0.491702,-0.000130453,-0.000203413,
18,-0.2728,-0.103695,-0.000332997,-0.0244342,0.0930011,-0.0157546,-0.0226457,0,0.440039,0.998554,0.0149464,0.0515313,0.00327893,0.0136608,0.523445,-0.0772524,-0.884143,-0.013848,-0.694263,-0.524323,0.522915,0.356072,0.160518,0.0221803,0.23639,-0.417488,-0.565086,-0.014825,0.000159314,1.88247,0.185539,-0.402338,0.467356,-0.000376915,-1.26429e-05,
19,-0.297516,-0.0749177,-0.000528868,-0.0236375,-0.0363564,0.00615656,0.00571535,0,0.440924,0.998824,0.0193679,0.0423957,-0.0133272,0.0130124,0.523447,0.0301864,-0.874672,-0.0374536,-0.671611,-0.524424,0.52305,0.532861,0.263197,0.036312,0.186039,-0.290048,-0.737043,-0.011272,1.22997e-05,2.40669,0.200067,-0.54024,0.438271,-0.000546297,0.000766791,
20,-0.278323,-0.0824325,-0.0057291,-0.022893,-0.168265,0.0285957,0.0345666,0,0.438599,0.998568,0.0203301,0.0385083,-0.0310748,0.0122904,0.523446,0.140245,-0.861333,-0.0627939,-0.650446,-0.52448,0.523142,0.577711,0.304172,-0.130872,-0.0367062,-0.0245091,-0.670246,-0.017774,-2.69059e-05,1.99892,0.332646,-0.473792,0.408395,-0.000539359,0.00116571,
21,-0.215719,-0.123299,-0.0118317,-0.022206,-0.251719,0.0422305,0.0516803,0,0.427884,0.997971,0.0128755,0.0447342,-0.0434428,0.0101006,0.523445,0.207182,-0.837752,-0.0798571,-0.630918,-0.524462,0.523149,0.532057,0.28426,-0.330239,-0.514074,0.444197,-0.373853,-0.0686009,4.14005e-06,0.699246,0.580116,-0.210382,0.374094,-5.80857e-06,0.000560197,
22,-0.125838,-0.173236,-0.0120079,-0.0215612,-0.24283,0.0400112,0.0475687,0,0.420862,0.997998,0.0107672,0.0414626,-0.0465385,0.00669652,0.523419,0.196282,-0.801266,-0.0809556,-0.61259,-0.524374,0.523035,-0.0310641,0.0451991,-0.0683756,-0.00175922,-0.320721,0.00276857,-0.0863639,-0.000761375,-1.10591,0.885053,0.165627,0.353283,0.000742321,-0.000897329,
23,-0.0437369,-0.205863,-0.00569548,-0.0209635,-0.126955,0.0202743,0.0189039,0,0.413809,0.998384,0.00930296,0.0352538,-0.0435778,0.000274996,0.523408,0.09942,-0.750084,-0.0643935,-0.595601,-0.524177,0.52293,-0.250522,-0.111674,-0.0742723,0.0498211,-0.189944,0.289908,-0.196982,-0.00115763,-2.71808,1.18084,0.492205,0.32542,0.00110155,-0.00101459,
24,-0.00758747,-0.210825,0.00258114,-0.0204089,0.0719198,-0.011217,-0.0260176,0,0.405591,0.998964,0.00808822,0.0270504,-0.0356988,-0.0110445,0.523403,-0.0549999,-0.68799,-0.0369604,-0.579837,-0.523948,0.522863,-0.41336,-0.158732,-0.142799,-0.0336882,-0.342293,0.409333,-0.273719,0.000337848,-3.42295,1.31789,0.602632,0.302774,0.00243379,-0.000305164,
25,-0.0474677,-0.208849,0.00690222,-0.0198941,0.273359,-0.0423317,-0.06965,0,0.393369,0.999518,0.00499306,0.017298,-0.0252817,-0.0244307,0.523419,-0.207679,-0.624956,-0.0122195,-0.565204,-0.523758,0.522851,-0.54473,-0.187523,-0.154782,-0.0246069,-0.397325,0.483776,-0.283364,-0.000875124,-2.64531,1.22872,0.387605,0.280506,0.00133716,-0.000577467,
26,-0.153463,-0.170866,0.00575084,-0.0194187,0.378159,-0.0584872,-0.091057,0,0.383322,0.999848,0.00288022,0.00798355,-0.0152376,-0.036826,0.523455,-0.287094,-0.572504,-0.00583777,-0.551693,-0.523853,0.522861,-0.376078,-0.161436,-0.165755,-0.0580482,-0.302095,0.305221,-0.212117,0.000786899,-0.557134,0.878562,-0.127967,0.259452,-0.00126361,0.000101956,
27,-0.283136,-0.121019,0.00405491,-0.0189407,0.336486,-0.0506456,-0.0786792,0,0.377123,0.999918,0.00053077,0.00322203,-0.012411,-0.0456789,0.523473,-0.248531,-0.538352,-0.0267417,-0.538109,-0.524201,0.522938,0.035919,-0.0550652,-0.198065,-0.209594,0.0407373,0.027616,-0.145969,-1.72278e-05,2.10054,0.472768,-0.703675,0.284579,-0.00243325,0.000954957,
28,-0.383793,-0.0831013,0.00190742,-0.0184061,0.125171,-0.0181143,-0.0312648,0,0.375038,0.999866,0.00114649,-0.000181131,-0.0163348,-0.0501582,0.523463,-0.0888255,-0.522453,-0.0731208,-0.522915,-0.524461,0.523039,0.306181,0.0511081,-0.0805989,-0.176806,-0.0453333,-0.194821,-0.0598023,5.21476e-05,4.3104,0.081167,-1.15349,0.259197,-0.00146533,0.00166261,
29,-0.410476,-0.0861485,-0.00439557,-0.0183861,-0.199185,0.0289009,0.0369672,0,0.373012,0.999719,0.00185858,0.00110823,-0.0235897,-0.0510399,0.523441,0.141743,-0.523839,-0.133084,-0.522347,-0.524688,0.523134,0.219732,0.0814704,0.00283163,-0.137025,-0.141654,-0.177163,0.0255046,0.000109395,4.92791,-0.0916316,-1.2464,-0.0440705,-0.00252116,0.00116425,
30,-0.330902,-0.0815423,-0.0129911,-0.0184432,-0.445281,0.0695214,0.0960418,0,0.378842,0.999569,0.00147207,0.00464606,-0.0289459,-0.0496252,0.52346,0.341419,-0.522722,-0.185461,-0.523969,-0.524772,0.523125,0.341359,0.109634,0.0221887,0.0451635,0.250126,-0.205211,0.0182175,0.000513939,3.1285,-0.001621,-0.877052,-0.0295858,-0.00129599,0.0011667,
31,-0.169874,-0.124,-0.016751,-0.018494,-0.526452,0.0840791,0.11715,0,0.375132,0.999522,0.000499561,0.00224132,-0.0308392,-0.0501552,0.52346,0.413221,-0.523156,-0.211085,-0.525412,-0.524654,0.523159,0.0272142,0.0204786,-0.210287,-0.113629,-0.341681,0.0680516,-0.0420621,-0.000173182,-0.228817,-0.00440296,-0.15455,-0.028585,0.00183713,5.02178e-05,
32,0.017155,-0.14158,-0.010849,-0.0184982,-0.414502,0.0631269,0.0871395,0,0.373346,0.999645,0.000374147,0.000989221,-0.0266288,-0.0565179,0.523394,0.309928,-0.523153,-0.199669,-0.525532,-0.52429,0.523038,-0.162405,-0.0863282,-0.0106612,-0.0238632,-0.169631,0.182257,-0.196556,0.000136497,-3.90503,-3.47123e-05,0.62284,0.0135235,0.00346063,-0.000505489,
33,0.15497,-0.166166,-0.00124637,-0.0184499,-0.0666832,0.00962591,0.00913133,0,0.37548,0.999787,0.00249408,0.00391645,-0.0200876,-0.0701713,0.523412,0.047198,-0.523203,-0.155302,-0.52416,-0.52118,0.523002,-0.376734,-0.115273,0.00434882,-0.121698,-0.038866,0.342891,-0.327749,0.000844466,-6.61493,-0.00125639,1.17386,0.0285381,0.103914,-0.00011812,
