step,action0,action1,action2,action3,action4,action5,action6,action7,state0,state1,state2,state3,state4,state5,state6,state7,state8,state9,state10,state11,state12,state13,state14,state15,state16,state17,state18,state19,state20,state21,state22,state23,state24,state25,state26,
0,1.13556e-05,0.00063118,-0.000160584,-0.00230826,-0.0119363,0,0.000522989,0,0.654131,0.996935,0.042092,0.0582416,-0.0309292,-0.00735012,0.0565116,0.0761231,0.0462263,-0.000918915,0.0158844,-0.0385503,0.043975,0.047868,0.0731876,0.0648389,0.0549416,0.0181467,0.0555343,0.0700165,0.0293458,0.035029,0.0451245,0.00214929,0.0969759,0.0306798,0.0941912,
1,2.36511e-07,0.000477686,-0.000567906,-0.167364,-0.0119297,0,0.000573644,0,0.678336,0.996386,0.0431679,0.067183,-0.0289419,-0.00402041,0.434843,0.0756213,-0.414936,-0.000695448,-0.420334,-0.0370078,0.433123,0.129064,0.00201415,0.264772,0.0237876,0.390409,0.0794113,0.0625593,8.34409,-0.0552199,-10.1921,0.00760097,-9.64973,0.0315817,8.58097,
2,3.86103e-07,0.000120652,-0.000959263,-0.292424,-0.0119224,0,0.000469919,0,0.673614,0.995777,0.0428389,0.0768891,-0.0260834,-0.0011292,0.811102,0.0706511,-0.911993,-0.000175654,-0.890996,-0.0353777,0.851726,0.0662822,0.0130182,-0.464166,-0.0755713,0.373343,0.112067,0.053581,6.72002,-0.142763,-9.69427,0.012839,-9.18034,0.0334644,8.16671,
3,1.16616e-06,0.00048967,0.00181154,-0.305757,-0.0119587,0,-0.00036563,0,0.646339,0.998805,-0.0321012,0.0250117,-0.0270526,0.00332335,1.08532,0.0614236,-1.28361,-0.000712895,-1.2924,-0.0347794,1.24167,0.0585471,0.00968801,-0.871935,-3.21847,-3.70499,-0.0401633,0.122128,4.26452,-0.223428,-0.419874,-0.024246,-1.76171,-0.00708003,6.23582,
4,-0.000305911,0.00178348,0.00296964,0.0108656,-0.011969,0,0.000113863,0,0.644652,0.999664,-0.0209927,-0.014912,0.00305748,0.00847499,1.22814,0.0525085,-1.23738,-0.00259651,-1.24527,-0.0363328,1.25231,0.605662,-0.697766,0.0631988,1.38015,-0.719968,1.26934,0.10203,0.859969,-0.206556,1.06689,-0.0397464,1.36513,-0.0318455,-1.11043,
5,-0.000254992,0.00347779,0.00570723,0.00803223,-0.0119647,0,0.000255298,0,0.641769,0.999306,0.00845125,-0.0197054,0.0304469,0.0140821,1.22704,0.0403065,-1.18548,-0.0050632,-1.1802,-0.0377719,1.19835,0.842712,-0.298268,0.0479689,0.756787,0.855398,0.637563,0.123617,-0.185913,-0.271787,1.00461,-0.0763879,1.18043,-0.0238184,-1.05003,
6,-0.00031389,0.00604995,0.00520777,0.00310477,-0.0119561,0,0.00232483,0,0.632453,0.998589,0.0255841,0.00294421,0.0464344,0.0211621,1.21943,0.0248814,-1.13646,-0.00880793,-1.12282,-0.0389695,1.14775,0.752448,-0.211061,-0.326129,0.520358,0.751949,0.577863,0.157867,-0.118868,-0.344609,0.956559,-0.0697027,1.11788,-0.0275916,-0.939095,
7,0.000467546,0.00763743,0.0025094,-0.0121795,-0.0119505,0,0.00455433,0,0.631234,0.998124,0.0174683,0.00384429,0.0585494,0.0293646,1.21429,0.00595819,-1.08988,-0.0111191,-1.06856,-0.0409456,1.11219,0.153791,0.249034,-0.144812,-0.508872,-0.096626,0.466055,0.177007,-0.0883176,-0.412894,0.908414,-0.0335863,1.0574,-0.0420223,-0.629208,
8,0.000374579,0.00819397,-7.59295e-05,-0.0150458,-0.0119434,0,0.00598903,0,0.61169,0.997524,0.0049156,0.000518662,0.0701552,0.0384604,1.20775,-0.0163657,-1.04556,-0.0119294,-1.01699,-0.0429145,1.08289,0.112325,0.185965,-0.573894,-0.424815,-0.210224,0.445003,0.185717,-0.152159,-0.480157,0.864358,0.00101625,1.00638,-0.0352997,-0.542616,
9,-0.000551768,0.00741193,-0.00327893,-0.0179589,-0.011932,0,0.00669639,0,0.589453,0.99658,0.00859997,-0.0193279,0.0798842,0.0474411,1.20401,-0.0422772,-1.00353,-0.0107908,-0.967889,-0.0441451,1.05812,-0.222987,-0.302836,-0.545528,0.299365,-1.02004,0.385669,0.175248,-0.0778265,-0.552116,0.818732,0.0438861,0.957883,-0.0193167,-0.451536,
