step,action0,action1,action2,action3,action4,action5,action6,action7,state0,state1,state2,state3,state4,state5,state6,state7,state8,state9,state10,state11,state12,state13,state14,state15,state16,state17,state18,state19,state20,state21,state22,state23,state24,state25,state26,
0,0.0534813,-0.00251274,0.00972321,-0.00198429,-0.118098,0,0.0204009,-0.00415294,0.654131,0.996935,0.042092,0.0582416,-0.0309292,-0.00735012,0.0565116,0.0761231,0.0462263,-0.000918915,0.0158844,-0.0385503,0.043975,0.047868,0.0731876,0.0648389,0.0549416,0.0181467,0.0555343,0.0700165,0.0293458,0.035029,0.0451245,0.00214929,0.0969759,0.0306798,0.0941912,
1,0.0603297,-0.00186198,-0.0174608,-0.0152692,-0.0997601,0,0.0125481,-0.00341628,0.678394,0.996392,0.0431263,0.0672621,-0.0286107,-0.00226151,0.43486,0.0564085,-0.414935,0.00286792,-0.420619,-0.027335,0.432909,0.0909873,-0.029853,0.267354,0.0148456,0.40329,0.104244,0.13247,8.34515,-0.818263,-10.1921,0.149227,-9.66842,0.415765,8.56699,
2,0.0496998,6.03021e-05,-0.0529372,-0.0294619,-0.0271155,0,-0.012086,-0.00155697,0.674283,0.995811,0.0436639,0.0763613,-0.0249473,0.000967131,0.839059,-0.00182684,-0.911989,0.0124859,-0.892784,0.00399491,0.850395,0.020297,-0.0200034,-0.446182,-0.00758719,0.322914,0.15403,-0.00180768,7.82727,-1.50658,-9.694,0.23488,-9.22163,0.834596,8.13604,
3,0.190921,0.0026514,-0.0900419,-0.0426719,-0.0200461,0,-0.0459601,0.00117875,0.649459,0.999432,-0.0215996,0.0144285,-0.0214915,-0.00660827,1.21527,-0.0803237,-1.28355,0.0203533,-1.2957,0.0527652,1.23856,-0.0503588,0.0285883,-0.63781,-1.28057,-5.05645,0.69437,-0.277732,7.16395,-1.62742,-0.421089,0.0879978,-1.71563,1.09873,6.2135,
4,0.41752,0.00532735,-0.106394,-0.0440023,-0.0888708,0,-0.0640263,0.00859179,0.646287,0.999313,-0.00658829,-0.030797,0.0195557,-0.0373553,1.25316,-0.161393,-1.23736,0.0156537,-1.24575,0.141148,1.25142,0.407015,-0.78281,0.0600169,1.09067,-0.522603,1.64828,-0.934265,-1.10544,-1.6451,1.06587,-0.271108,1.39503,2.42928,-1.06221,
5,0.0748236,0.00849297,-0.119052,-0.0418215,0.15506,0,-0.093547,0.0206967,0.656887,0.998526,0.0082418,-0.019242,0.0500666,-0.102117,1.19105,-0.257302,-1.18568,-0.0103143,-1.18256,0.335969,1.20022,0.626375,-0.480223,0.0285011,0.493927,0.610741,1.08098,-1.65166,-1.37601,-2.19618,1.0087,-0.74506,1.24058,5.3381,-0.984846,
6,0.0995361,0.0110965,-0.127976,-0.0391979,0.146006,0,-0.115192,0.0339108,0.645804,0.996491,0.0204355,-0.00521475,0.0810015,-0.204499,1.11634,-0.336188,-1.13644,-0.0639061,-1.11816,0.552058,1.15345,0.733685,-0.324984,-0.472754,0.727003,0.454367,1.70887,-2.44642,-1.6088,-0.974067,0.959294,-1.39793,1.33731,0.445982,-0.883957,
7,0.00238312,0.0117888,-0.126285,-0.0361908,0.235687,0,-0.104642,0.0361058,0.614466,0.991536,0.033629,0.00377403,0.125347,-0.347212,1.03069,-0.357162,-1.08959,-0.153074,-1.0471,0.533803,1.11342,0.343126,-0.0801776,-0.24721,-0.890145,-0.0217965,1.38018,-3.24598,-1.81732,0.128138,0.920394,-2.14612,1.45088,-0.342934,-0.600695,
8,-0.0802932,0.010165,-0.111935,-0.0328459,0.221058,0,-0.0689389,0.0373762,0.59796,0.987851,0.00199476,-0.00683191,0.155241,-0.528323,0.935433,-0.307962,-1.04455,-0.276476,-0.970039,0.517397,1.08861,0.226201,-0.0200881,-0.573174,-1.38648,-0.246172,1.09853,-3.28588,-1.99142,1.82749,0.881137,-2.78783,1.63772,-0.310316,-0.436419,
9,-0.542157,0.00597343,-0.0836396,-0.0292486,0.338731,0,-0.0118409,0.0358691,0.571098,0.987881,0.00792991,-0.00925204,0.154736,-0.538634,0.832985,-0.180967,-1.0018,-0.42348,-0.882899,0.488558,1.06929,0.312433,-0.0939938,-0.338304,0.645222,-0.752123,-0.497959,0.446872,-2.10508,3.2564,0.835468,-3.10158,1.84293,-0.828252,-0.278818,
