step,action0,action1,action2,action3,action4,action5,action6,action7,state0,state1,state2,state3,state4,state5,state6,state7,state8,state9,state10,state11,state12,state13,state14,state15,state16,state17,state18,state19,state20,state21,state22,state23,state24,state25,state26,
0,0.00621484,-0.00083803,0.0832799,-0.00117737,-0.0253193,0,0.218249,-0.000156224,0.654131,0.996935,0.042092,0.0582416,-0.0309292,-0.00735012,0.0565116,0.0761231,0.0462263,-0.000918915,0.0158844,-0.0385503,0.043975,0.047868,0.0731876,0.0648389,0.0549416,0.0181467,0.0555343,0.0700165,0.0293458,0.035029,0.0451245,0.00214929,0.0969759,0.0306798,0.0941912,
1,0.0458621,0.022171,0.062145,0.0311411,-0.00233795,0,0.165079,-0.0029833,0.678507,0.996254,0.0429588,0.0674274,-0.0329674,0.0112524,0.434919,0.0734776,-0.414939,0.038872,-0.420342,-0.0356086,0.43302,0.0971791,0.026497,0.271596,0.027517,0.402956,-0.234719,0.668572,8.349,-0.141101,-10.1924,1.57856,-9.65024,0.0865171,8.57423,
2,0.0866311,0.0469815,0.0109315,0.0659346,0.0579721,0,0.0209909,-0.00118278,0.674782,0.995287,0.0432396,0.0765398,-0.0409481,0.0552566,0.847822,0.0661885,-0.912011,0.146201,-0.891495,-0.0228875,0.855274,0.0345987,0.042178,-0.437276,0.0144163,0.290548,-0.411458,1.08863,8.16858,-0.151259,-9.69444,2.70668,-9.19926,0.418745,8.31812,
3,0.116521,0.0681011,-0.0433405,0.0954611,0.133488,0,-0.162668,0.0476165,0.650751,0.998415,-0.0162738,0.0102907,-0.0528875,0.112805,1.25745,0.0694376,-1.28358,0.281057,-1.29383,0.0119099,1.26093,-0.0938136,0.0272426,-0.550683,-0.447424,-5.53448,-0.0930308,1.22423,6.63274,0.286963,-0.420534,2.69157,-1.74456,0.962072,6.54057,
4,0.098599,0.0655679,-0.053696,0.0919254,0.204261,0,-0.318192,0.00139456,0.65579,0.998338,0.00253308,-0.0356766,-0.0451843,0.163833,1.25921,0.110086,-1.2372,0.381944,-1.24549,0.0805177,1.25947,0.493746,-0.222655,0.462049,0.833189,0.21175,-0.265945,0.836597,-1.22068,1.30753,1.07628,1.34558,1.39403,1.776,-1.30161,
5,0.0717034,0.0620052,0.016259,0.0869497,0.204909,0,-0.342517,0.00205961,0.667851,0.997916,0.0233394,-0.0324206,-0.0506747,0.194894,1.21655,0.211154,-1.18463,0.389436,-1.17754,0.185021,1.20801,0.62758,-0.161316,0.0697989,0.662218,0.13808,-0.164418,0.408802,-0.492158,2.72232,1.02801,-1.01903,1.31422,2.39712,-0.760133,
6,0.0401278,0.0586882,0.161934,0.0823144,0.134178,0,-0.23768,0.00192498,0.665921,0.997861,0.0302575,-0.0300299,-0.049557,0.217788,1.20846,0.381161,-1.13425,0.27803,-1.11433,0.314718,1.18247,0.860009,-0.0585053,-0.197131,-0.036406,0.0431042,0.230246,0.506054,0.163129,4.06536,0.988137,-3.42032,1.2303,2.78878,-0.266479,
7,0.00605875,0.0555315,0.27349,0.0779006,0.0108307,0,0.0267309,0.000434653,0.645902,0.998526,0.0227933,-0.0300318,-0.0390416,0.27198,1.22729,0.552612,-1.08579,0.0679736,-1.0542,0.457959,1.18028,0.955307,-0.177786,-0.579625,-0.828597,0.0149283,0.992995,1.64717,0.113248,0.239783,0.949076,-4.97527,1.16548,2.93664,0.176929,
8,-0.0159521,0.05253,0.127995,0.0737017,-0.116439,0,0.293062,-0.00829812,0.607016,0.999517,0.00636881,-0.0268958,-0.0141776,0.402236,1.22396,0.530937,-1.03933,-0.169788,-0.997056,0.541964,1.19892,1.1942,-0.139849,-0.819794,0.111887,0.842942,0.870382,3.54763,-0.0683263,-0.526087,0.914834,-4.51044,1.12764,-0.254061,0.561099,
9,-0.0172641,0.0496991,-0.0639158,0.0697395,-0.213078,0,0.581383,0.00245587,0.597462,0.999643,0.00767189,-0.0249008,-0.00592755,0.550173,1.22224,0.48617,-0.992276,-0.334538,-0.943185,0.523594,1.2297,0.332976,-0.117696,0.211045,0.14687,-0.634254,0.19606,0.168663,-0.0105567,-1.27439,0.932036,-2.12706,1.01776,-0.420395,0.0133186,
10,-0.0171977,0.0470658,-0.138758,0.0660527,-0.212066,0,0.583974,-0.00226791,0.596402,0.999279,0.0125427,-0.0353034,-0.00612826,0.525247,1.2221,0.385588,-0.946976,-0.332692,-0.893098,0.500057,1.22418,0.237993,0.0368151,-0.22119,0.188501,-0.0559138,-0.352166,-0.76616,0.000208412,-2.73327,0.879654,2.15685,0.98728,-0.517994,-0.0816874,
11,-0.0163053,0.0445145,-0.243297,0.0624792,-0.0924196,0,0.368268,0.000338587,0.583684,0.99905,0.0150418,-0.0353099,-0.020642,0.462486,1.2221,0.21421,-0.904176,-0.122769,-0.844586,0.473104,1.22204,-0.132455,0.774052,0.165403,-0.496544,-0.16409,-1.00346,-1.73549,2.87359e-05,-4.09921,0.831153,6.10932,1.01296,-0.486734,-0.0428122,
12,-0.0155866,0.0418974,-0.323825,0.0588124,0.113995,0,-0.13529,0.00242013,0.58006,0.998222,0.00742337,-0.0366959,-0.0463855,0.333382,1.22209,-0.00253211,-0.863547,0.242269,-0.794841,0.446451,1.22194,-0.469278,0.767539,-0.182714,0.358952,-0.053086,-0.859181,-3.39547,0.000774806,-4.5724,0.788009,8.47055,0.983113,-0.58411,0.00300067,
13,-0.0138173,0.0393256,-0.303878,0.0552079,0.333968,0,-0.533107,0.0147082,0.561028,0.996722,0.0100229,-0.0556879,-0.0578206,0.108573,1.22207,-0.205214,-0.824481,0.591396,-0.745973,0.41493,1.22197,-0.250235,0.701539,-0.621294,0.0309365,-1.20373,0.545206,-5.58813,-0.000254823,-3.55587,0.772086,1.30223,0.966897,-0.691127,0.00120027,
14,-0.0110886,0.036689,-0.098826,0.0515116,0.296308,0,-0.453025,0.00830501,0.533697,0.996633,0.0149081,-0.0754045,-0.0285331,-0.219725,1.22205,-0.318875,-0.788068,0.503723,-0.69589,0.378032,1.22199,0.423518,0.371537,-0.105852,-0.127579,-0.509848,1.79055,-7.52307,-4.33935e-05,-1.0565,0.705569,-3.66253,1.05507,-0.796562,0.00158807,
15,-0.00802597,0.0337335,0.236608,0.0473667,0.167841,0,-0.312742,0.00537439,0.54301,0.995712,0.0119546,-0.0903825,0.0156743,-0.56504,1.22204,-0.323862,-0.750497,0.250497,-0.639764,0.336659,1.22198,1.42216,0.22392,0.294737,0.0646651,-0.405402,1.46425,-1.93765,-0.000171188,0.915913,0.795653,-6.49149,1.16346,-0.844284,-0.000484466,
16,-0.00498885,0.0306168,0.271074,0.0429947,-0.031268,0,0.110392,0.000482552,0.55745,0.994013,0.00524131,-0.095299,0.0531801,-0.529342,1.22202,-0.251319,-0.70969,-0.119055,-0.580597,0.294006,1.22195,1.72914,0.0580078,0.0898767,-0.0502384,-0.177946,1.38484,1.79855,-0.00021415,2.01397,0.805384,-8.34315,1.18301,-0.858947,-0.000453457,
17,-0.00191065,0.0275407,0.227899,0.0386782,-0.260228,0,0.559681,-0.0066267,0.552697,0.992277,0.00983933,-0.095547,0.0784936,-0.391866,1.22199,-0.159894,-0.669752,-0.504933,-0.522217,0.251511,1.22193,1.75398,-0.0192424,-0.272629,-0.180654,0.303805,1.11697,3.68075,-0.000556796,1.65866,0.784417,-7.08931,0.962317,-0.84507,-0.00014944,
18,0.00596685,0.0273928,0.0459371,0.0384707,-0.279374,0,0.617636,-0.00929496,0.526688,0.993222,0.0097966,-0.0825812,0.0812018,-0.170243,1.22197,-0.124274,-0.631655,-0.536168,-0.51941,0.210675,1.22191,1.55124,0.239169,-0.771135,0.132242,0.598227,-0.314416,5.16634,-0.00023267,-0.239399,0.742259,2.3168,-0.159537,-0.797306,-0.000155732,
19,0.0130364,0.0276789,-0.267106,0.0388722,-0.162128,0,0.539535,0.00197696,0.530139,0.995393,0.0150079,-0.0826236,0.0462785,0.088888,1.22204,-0.184857,-0.596178,-0.317805,-0.524839,0.177705,1.22192,0.666333,0.61287,0.364623,0.197351,-0.559075,-1.8604,5.21016,-0.00155178,-2.18529,0.685976,6.45289,-0.0998972,-0.559746,-0.000606449,
