step,action0,action1,action2,action3,action4,action5,action6,action7,state0,state1,state2,state3,state4,state5,state6,state7,state8,state9,state10,state11,state12,state13,state14,state15,state16,state17,state18,state19,state20,state21,state22,state23,state24,state25,state26,
0,0.00119524,0.000427773,-0.000120782,-0.112055,-0.0710333,0.00228804,-0.00159443,-0.000356885,0.654131,0.996935,0.042092,0.0582416,-0.0309292,-0.00735012,0.0565116,0.0761231,0.0462263,-0.000918915,0.0158844,-0.0385503,0.043975,0.047868,0.0731876,0.0648389,0.0549416,0.0181467,0.0555343,0.0700165,0.0293458,0.035029,0.0451245,0.00214929,0.0969759,0.0306798,0.0941912,
1,0.0117719,0.00394147,0.000546962,-0.111372,-0.220135,0.0200378,-0.00261768,-0.000197457,0.678202,0.996402,0.0428362,0.0675341,-0.0280724,-0.00406667,0.427409,0.0648854,-0.414778,-0.00113538,-0.420374,-0.0368236,0.433107,0.113139,-0.0125332,0.25644,-0.0264901,0.438861,0.143928,0.0608707,7.85826,-0.481773,-10.1819,-0.00973312,-9.65238,0.0392785,8.57997,
2,0.0231657,0.00724031,0.00174094,-0.109707,-0.338383,0.019225,-0.00406912,-5.71648e-05,0.673387,0.995861,0.0416464,0.0779527,-0.0211914,-0.00117732,0.79022,0.00113384,-0.907652,-0.00217191,-0.891207,-0.0327506,0.852305,0.0203432,-0.0355687,-0.459832,-0.114462,0.397463,0.345947,0.0558744,6.66439,-2.05755,-9.53823,-0.0309798,-9.18448,0.123408,8.19115,
3,0.033828,0.0153319,0.00574162,-0.105793,-0.380766,0.0152299,-0.00393731,0.000184318,0.647248,0.999105,-0.0323136,0.023783,-0.0134065,0.00379607,1.09522,-0.161228,-1.27362,-0.00577175,-1.29273,-0.0236796,1.24459,-0.0290761,-0.0614449,-0.839408,-3.18867,-3.92499,0.393182,0.134496,5.52808,-4.41515,-0.609055,-0.102173,-1.75682,0.242224,6.28071,
4,0.0340684,0.00566585,0.00949791,-0.0924664,-0.212339,-0.000282114,-0.00413994,0.000122119,0.65922,0.997409,-0.0111621,-0.030995,0.063957,0.00251507,1.25126,-0.432564,-1.23462,-0.0131916,-1.24535,-0.00745913,1.25344,-0.269143,-1.13141,0.26352,1.51469,-1.3252,3.75968,-0.0509562,-0.298904,-6.63288,1.01245,-0.169019,1.36951,0.435525,-1.13281,
5,0.0325858,0.0101608,0.0129147,-0.0771611,-0.105682,-0.000120977,-0.00357871,0.000119745,0.677334,0.989958,0.0180086,-0.0387537,0.134745,0.00246617,1.21413,-0.557546,-1.18565,-0.0231246,-1.18304,0.0204758,1.19889,0.193151,-0.380607,0.50211,0.980546,0.531365,1.92474,0.0461563,-1.07342,0.753622,0.946691,-0.229827,1.11105,0.678232,-1.04876,
6,0.0312433,0.0158603,0.0137758,-0.0669721,-0.104175,0.000115621,-0.000591573,0.00034324,0.68983,0.982219,0.0372063,-0.0222621,0.182664,0.00706909,1.14755,-0.530486,-1.13939,-0.0349962,-1.12882,0.0595204,1.1495,0.191453,-0.385601,-0.00250333,0.87626,0.618105,1.8821,0.136883,-1.58575,0.25199,0.904238,-0.245154,1.05812,0.881764,-0.928095,
7,0.0300891,0.0221461,0.0133782,-0.0574338,-0.0907775,0.000422874,0.00487337,0.000789238,0.677107,0.971985,0.0533071,-0.00425734,0.22888,0.0162545,1.05785,-0.524764,-1.09517,-0.0470769,-1.07713,0.108252,1.10703,0.20012,-0.384355,-0.506437,0.766249,0.678954,1.81153,0.229881,-1.99887,0.0365122,0.864856,-0.238078,1.00962,1.06606,-0.771782,
8,0.0291795,0.0284841,0.011204,-0.0493091,-0.0775787,0.000921295,0.0127775,0.00145579,0.64613,0.96071,0.0596097,0.0185414,0.270441,0.0299822,0.949693,-0.524037,-1.05288,-0.0580473,-1.029,0.165662,1.07357,0.0162965,-0.108495,-0.353276,-0.714846,1.03017,1.10851,0.325695,-2.32764,0.00196571,0.830087,-0.199381,0.880856,1.20766,-0.523263,
9,0.0287223,0.0333161,0.00469939,-0.0472753,-0.0707017,0.00158046,0.0229421,0.00233289,0.629888,0.956258,0.0222308,0.0218126,0.290862,0.0480463,0.82704,-0.524006,-1.01203,-0.0649238,-0.986019,0.229213,1.05674,-0.357719,-0.154935,-0.49095,-1.62422,0.425212,0.682665,0.394532,-2.57568,-1.24368e-05,0.801879,-0.0836256,0.842736,1.34357,-0.202519,
