step,action0,action1,action2,action3,action4,action5,action6,action7,state0,state1,state2,state3,state4,state5,state6,state7,state8,state9,state10,state11,state12,state13,state14,state15,state16,state17,state18,state19,state20,state21,state22,state23,state24,state25,state26,
0,0.000226134,0.000427773,0.0022712,-0.112055,-0.0826697,0,-0.00530691,-3.86769e-05,0.654131,0.996935,0.042092,0.0582416,-0.0309292,-0.00735012,0.0565116,0.0761231,0.0462263,-0.000918915,0.0158844,-0.0385503,0.043975,0.047868,0.0731876,0.0648389,0.0549416,0.0181467,0.0555343,0.0700165,0.0293458,0.035029,0.0451245,0.00214929,0.0969759,0.0306798,0.0941912,
1,-0.00493457,0.00631715,0.00154155,-0.110522,-0.260522,0,-0.00135781,-0.00014511,0.6782,0.996406,0.0428503,0.0675335,-0.0278808,-0.00364614,0.427409,0.0627711,-0.414933,-0.00181977,-0.420353,-0.0370078,0.433107,0.112022,-0.0162356,0.256422,-0.026263,0.440008,0.158814,0.0775941,7.85825,-0.56572,-10.192,-0.0368741,-9.65101,0.0319909,8.57996,
2,0.0020746,0.0133079,0.00143621,-0.108838,-0.393757,0,0.00263229,1.4655e-05,0.673453,0.995865,0.0418486,0.0781165,-0.0199811,0.000199129,0.790373,-0.0124487,-0.911972,-0.00398542,-0.891113,-0.036346,0.852733,0.0146505,-0.0399358,-0.457579,-0.10596,0.411991,0.408356,0.0775385,6.67047,-2.43043,-9.69342,-0.0487835,-9.1829,-0.00480091,8.20816,
3,0.0490684,0.0193458,0.00178315,-0.105743,-0.430682,0,0.0804503,0.00062967,0.647492,0.999148,-0.032313,0.0235487,-0.0102155,0.00617099,1.09582,-0.20315,-1.2835,-0.00724684,-1.29257,-0.0374239,1.24691,-0.0454506,-0.0682004,-0.838776,-3.24382,-3.96451,0.491929,0.152177,5.53882,-5.17281,-0.421699,-0.0713955,-1.75904,-0.0340829,6.31912,
4,0.120534,-0.000972317,-0.0646359,-0.106806,-0.207857,0,-0.0344562,0.000498711,0.661972,0.997144,-0.0105966,-0.0282734,0.069231,0.00429931,1.24575,-0.520085,-1.23623,0.0023101,-1.24529,-0.0317727,1.25426,-0.34592,-1.16451,0.311634,1.54528,-1.15997,3.80276,-0.078283,-0.240986,-7.7065,1.11978,0.474524,1.36992,0.286717,-1.1633,
5,0.12316,-0.0081407,-0.0237365,-0.0927036,-0.14937,0,-0.0315985,-0.00115819,0.679598,0.989801,0.0225643,-0.0393383,0.135048,-0.0102669,1.2115,-0.559954,-1.18193,0.0187641,-1.18208,0.00479964,1.19713,0.120408,-0.431939,0.528001,1.09253,0.547672,1.85891,-0.513822,-1.06758,1.06552,1.05177,0.171255,1.1136,1.16325,-1.12486,
6,0.111341,-0.00985736,-0.0115752,-0.0801792,-0.145184,0,-0.04437,-0.00421981,0.69332,0.982085,0.0439588,-0.0213716,0.181989,-0.039672,1.14233,-0.529994,-1.1305,0.0213407,-1.128,0.0840263,1.14063,0.102756,-0.468026,0.0207665,0.957966,0.698714,1.83232,-0.660786,-1.69371,0.237161,1.00563,-0.0662112,1.0503,1.9988,-1.13539,
7,0.105359,-0.00503811,0.00542894,-0.0648287,-0.12113,0,-0.0596245,-0.00719698,0.681671,0.971922,0.0613185,-0.00103087,0.22717,-0.0739682,1.04494,-0.52477,-1.08134,0.0100033,-1.07756,0.201833,1.08327,0.121883,-0.495258,-0.487221,0.81691,0.783378,1.7598,-0.710356,-2.19749,0.0320496,0.961167,-0.384645,0.96809,2.70743,-1.15894,
8,0.100986,0.0110179,0.0384277,-0.0460295,-0.0931728,0,-0.0627797,-0.00927084,0.652988,0.960278,0.0673334,0.0255131,0.269594,-0.107548,0.925781,-0.524119,-1.03443,-0.0197747,-1.0338,0.352987,1.02564,0.268673,-0.205358,-0.648672,0.183006,1.3844,1.61141,-0.633453,-2.56588,0.0013949,0.915756,-0.803587,0.781436,3.33343,-1.14671,
9,0.0974781,0.0433679,0.0543924,-0.0276017,-0.0677355,0,-0.0290307,-0.00964323,0.624892,0.953563,0.0402185,0.0293272,0.297053,-0.13074,0.792149,-0.524056,-0.989178,-0.0698982,-0.997772,0.532748,0.974311,-0.184576,-0.402967,-0.595651,-1.76659,-0.0367579,0.824844,-0.304941,-2.77652,8.70443e-05,0.890401,-1.20322,0.664615,3.16266,-0.92876,
10,0.0944711,0.0834026,0.06686,-0.0138195,-0.0491951,0,-0.0341865,-0.00827569,0.582998,0.945398,0.00201084,0.0129954,0.325654,-0.136365,0.651768,-0.523984,-0.945757,-0.134172,-0.966939,0.539373,0.936972,-0.186067,-0.291017,-1.08282,-1.67836,-0.155112,1.20707,0.0865765,-2.84049,0.000898698,0.848137,-1.3608,0.567096,-0.477641,-0.567724,
11,0.0919129,0.126859,0.0650131,-0.000442859,-0.0431992,0,-0.0807711,-0.0056869,0.536407,0.938427,-0.0127093,0.00271201,0.345233,-0.119417,0.511441,-0.523979,-0.905051,-0.2063,-0.940615,0.526386,0.92494,0.121878,-0.620692,-0.276985,0.671214,-0.731051,0.26229,0.593521,-2.24892,0.000144046,0.760582,-1.51952,0.487092,-0.0997164,0.107487,
12,0.0898077,0.228898,0.106136,0.0174028,-0.0577911,0,-0.0352523,-0.00374137,0.537668,0.935156,-0.00344692,-0.00683506,0.354154,-0.0785927,0.511247,-0.523913,-0.867554,-0.293829,-0.919067,0.524193,0.954106,0.422343,-0.163746,0.1273,-0.31424,-0.236075,0.530143,1.03374,0.469173,0.00173668,0.743701,-1.99105,0.373902,-0.0122594,1.0347,
13,0.087977,0.437763,0.11757,0.0312797,-0.102243,0,0.00406177,-0.000441127,0.54445,0.930241,-0.00819785,-0.0204189,0.366288,-0.00881221,0.5376,-0.52392,-0.828825,-0.397227,-0.900222,0.524028,1.04365,0.520518,-0.0541534,0.221144,-0.371762,-0.551713,0.547307,1.75069,0.583924,-0.000339651,0.830522,-2.13336,0.398027,0.000321807,2.51365,
14,0.0858588,0.470664,0.11504,0.0399492,-0.198707,0,0.0660738,0.00522408,0.561195,0.924454,-0.0137143,-0.0434312,0.378563,0.0980768,0.572042,-0.52406,-0.785005,-0.500956,-0.878204,0.524039,1.24152,0.544876,0.0503206,0.41895,-0.538172,-0.678908,0.380758,2.52034,0.789566,-0.00137037,0.909134,-2.02696,0.478212,0.000155629,4.31257,
15,0.0835531,0.317267,-0.0151015,-0.00649233,-0.200706,0,0.133163,0.0139224,0.567865,0.923444,-0.0160636,-0.052148,0.379834,0.242056,0.617744,-0.524302,-0.740917,-0.533989,-0.854114,0.524039,1.24607,0.416809,0.0545742,-0.121576,-0.0960209,-0.213732,-0.133971,3.23383,1.03802,-0.00109334,0.857951,0.300489,0.488589,-8.2679e-05,-0.71601,
16,0.0809812,0.295818,-0.0630669,-0.0319717,-0.19128,0,0.213766,0.0246684,0.5505,0.924992,-0.0162627,-0.055875,0.375504,0.397199,0.667117,-0.524305,-0.699154,-0.49525,-0.827701,0.52403,1.22646,0.409316,0.170314,-0.444869,-0.0440654,0.553798,-0.334986,2.97542,0.935774,0.000238037,0.805888,1.22281,0.567384,1.72825e-05,-0.15194,
17,0.0778385,0.240008,-0.153833,-0.0791097,-0.189694,0,0.281216,0.0349348,0.534291,0.927793,-0.0198394,-0.0519997,0.36892,0.530715,0.707221,-0.524288,-0.660179,-0.39708,-0.795473,0.524044,1.22314,0.0165583,-0.115349,-0.0277696,-0.012961,-0.331658,-0.0866601,1.96149,0.67451,-0.000153901,0.748217,2.69225,0.718062,-0.000253169,-0.020355,
18,0.0738006,0.131867,-0.260824,-0.15352,-0.189417,0,0.275897,0.0356869,0.525983,0.926976,-0.0159925,-0.0607365,0.369825,0.528311,0.725746,-0.524288,-0.623829,-0.214838,-0.754053,0.524014,1.22257,-0.0978417,-0.291259,-0.241356,0.174215,-0.473767,0.0222086,-0.822893,0.0732693,0.000105868,0.703454,4.58169,0.938754,-0.000184676,-0.00421281,
19,0.0686764,-0.036185,-0.355792,-0.213232,-0.189286,0,0.226575,0.0287879,0.509148,0.925992,-0.00367033,-0.0726331,0.370472,0.440916,0.701381,-0.524289,-0.589525,0.0586013,-0.701524,0.524,1.2223,-0.134662,-0.480892,-0.436251,0.389149,-0.79596,-0.0214803,-2.65751,-1.03875,-4.88735e-05,0.670173,6.34107,1.16162,-6.9653e-05,-0.00170662,
