step,action0,action1,action2,action3,action4,action5,action6,action7,state0,state1,state2,state3,state4,state5,state6,state7,state8,state9,state10,state11,state12,state13,state14,state15,state16,state17,state18,state19,state20,state21,state22,state23,state24,state25,state26,
0,0.00437148,-0.0521749,-0.000918915,-0.159903,-0.00823711,-0.0023915,-0.136245,0.0731676,0.654131,0.996935,0.042092,0.0582416,-0.0309292,-0.00735012,0.0565116,0.0761231,0.0462263,-0.000918915,0.0158844,-0.0385503,0.043975,0.047868,0.0731876,0.0648389,0.0549416,0.0181467,0.0555343,0.0700165,0.0293458,0.035029,0.0451245,0.00214929,0.0969759,0.0306798,0.0941912,
1,0.0042697,-0.054058,-0.0255056,-0.167145,-0.112123,-0.00247806,-0.71803,0.0802901,0.677808,0.996417,0.0431314,0.0674989,-0.0271427,-0.0042344,0.424181,0.0761593,-0.415096,-0.0255139,-0.4154,-0.0363374,0.429545,0.150195,-0.0275616,0.236156,0.004059,0.438551,0.217708,0.0541645,7.64727,-0.0337426,-10.2026,-0.977734,-9.32728,0.0587091,8.34724,
2,0.00385631,-0.053517,-0.199966,-0.164353,-0.213104,-0.00245319,0.485939,0.131969,0.671005,0.996112,0.0425978,0.0763988,-0.0104643,-0.0066757,0.766491,0.0534659,-0.913035,-0.204112,-0.855581,-0.033152,0.826843,0.149038,-0.164068,-0.511027,-0.167548,0.321235,1.02536,-0.147921,6.05811,-0.865437,-9.71897,-6.13103,-8.28695,0.071917,7.55123,
3,0.00328397,-0.0513705,-0.383661,-0.138389,-0.298279,-0.00235453,0.994172,0.192648,0.644019,0.999025,-0.0280708,0.0329574,0.00866636,-0.0483871,1.03176,-0.0275617,-1.28562,-0.416263,-1.23543,-0.0294146,1.1775,-0.0113839,-0.0448824,-0.78548,-3.37509,-2.89982,0.698234,-1.50601,4.55393,-2.36746,-0.381026,-2.37296,-5.74961,0.0764683,6.6014,
4,0.00303001,-0.0511671,-0.331453,-0.0700444,-0.27301,-0.00234518,0.983712,0.174206,0.641462,0.996754,-0.0106065,-0.0123566,0.0788469,-0.192821,1.22072,-0.191147,-1.23794,-0.351663,-1.2443,-0.027248,1.25874,0.201492,-0.634361,0.0545922,1.85774,-1.04629,3.22236,-4.24715,3.12973,-4.24306,1.07418,4.9168,1.43519,0.047104,-1.03761,
5,0.00261269,-0.0516882,0.0651973,0.0549266,-0.226861,-0.00236913,0.998364,0.0533811,0.648013,0.990605,0.02611,0.0133584,0.133575,-0.460241,1.23509,-0.447436,-1.18673,0.0653363,-1.14292,-0.0232577,1.19793,-0.276467,-0.16281,0.28215,0.658298,1.40898,1.30135,-6.42658,-0.61601,-5.99583,0.991153,11.7362,2.62697,0.0887308,-1.36877,
6,0.00187882,-0.0529378,0.527673,0.0944039,-0.186606,-0.00242656,0.999974,-0.110831,0.663722,0.988361,0.0224038,0.0184693,0.149333,-0.552329,1.21553,-0.557425,-1.13826,0.627242,-1.00332,-0.0163291,1.12446,0.030695,-0.207841,0.088998,-0.497156,-0.847004,1.54927,0.74024,-0.166876,0.777765,0.951807,0.8325,2.94089,0.136537,-1.59533,
7,0.00108226,-0.0522765,0.485559,0.03396,-0.140724,-0.00239617,1,-0.0914966,0.655408,0.98171,0.0130157,-0.0096118,0.189692,-0.41986,1.22317,-0.530521,-1.09203,0.558874,-0.8802,-0.00952538,1.03709,0.184764,-0.303761,-0.409838,-0.604372,-1.0343,1.4349,4.53168,0.176908,0.245445,0.89487,-1.13224,1.99245,0.144165,-1.89959,
8,0.000220293,-0.0496937,0.467267,-0.104432,-0.110184,-0.00227748,-1,-0.0839232,0.622944,0.975265,0.00325208,-0.0394663,0.217464,-0.10989,1.22294,-0.524874,-1.04878,0.5312,-0.799726,-0.00203992,0.934875,0.278313,-0.317742,-0.885239,-0.56479,-1.19803,0.907897,7.83944,-0.0355032,0.0366298,0.835372,-0.192254,1.23349,0.153746,-2.18604,
9,-0.00050314,-0.0467415,0.321564,-0.307027,-0.0891267,-0.00214188,-0.999759,-0.0286163,0.585853,0.968076,0.022586,-0.0572525,0.242983,0.357894,1.20171,-0.524119,-1.00875,0.339897,-0.754455,0.00495406,0.818899,1.02687,-0.376544,-0.736122,1.46435,-0.754565,1.21878,10.8448,-0.812834,0.00258901,0.780217,-7.4009,0.584101,0.123812,-2.44807,
