step,action0,action1,action2,action3,action4,action5,action6,action7,state0,state1,state2,state3,state4,state5,state6,state7,state8,state9,state10,state11,state12,state13,state14,state15,state16,state17,state18,state19,state20,state21,state22,state23,state24,state25,state26,
0,0.0814797,0.197533,-0.290808,0,-0.101606,-0.00047557,0.00593487,0.0412968,0.654131,0.996935,0.042092,0.0582416,-0.0309292,-0.00735012,0.0565116,0.0761231,0.0462263,-0.000918915,0.0158844,-0.0385503,0.043975,0.047868,0.0731876,0.0648389,0.0549416,0.0181467,0.0555343,0.0700165,0.0293458,0.035029,0.0451245,0.00214929,0.0969759,0.0306798,0.0941912,
1,0.0923025,0.20726,-0.295521,0,-0.0790096,0.0463953,0.00451522,0.032081,0.678977,0.996557,0.0429204,0.0664218,-0.0248886,-0.0567849,0.435,0.0591355,-0.414948,9.29661e-05,-0.417545,-0.0225336,0.447907,0.0381817,0.0321338,0.293605,-0.0334645,0.315411,0.396021,-2.03185,8.35425,-0.709213,-10.1931,0.0388941,-9.4675,0.606976,9.49947,
2,0.110967,0.235441,-0.311149,0,-0.0132869,0.0429999,0.000439392,0.00538443,0.676298,0.996491,0.0421262,0.0714283,-0.0113402,-0.209857,0.842419,0.00992522,-0.90352,0.00271298,-0.873386,0.0238408,0.949195,0.00239746,0.0426758,-0.329315,-0.866896,-0.538074,0.606329,-4.06795,7.94793,-1.25395,-9.34358,0.0591339,-8.77374,1.24097,10.4906,
3,0.132336,0.271795,-0.334014,0,0.0719028,0.0145769,-0.00461134,-0.0291239,0.657067,0.998644,-0.0519353,-0.00123813,0.00329509,-0.463588,1.2306,-0.0536846,-1.30178,0.00425526,-1.27778,0.103992,1.32244,0.317439,-0.19239,-0.141561,-1.96445,-1.3179,0.6026,-6.10835,6.28519,-1.27492,-1.53626,0.029594,-2.97265,1.96593,-0.850096,
4,0.154325,0.298652,-0.353087,0,0.136523,-0.00569314,-0.00840236,-0.0555833,0.676453,0.998038,-0.0609484,-0.00218865,0.0141346,-0.554377,1.24959,-0.102458,-1.24541,0.00474731,-1.24851,0.224388,1.24775,0.721261,-0.903863,0.309777,-0.107579,0.312474,0.166111,0.749057,-0.962921,-0.678284,1.56779,-0.00477662,1.16093,2.84226,-0.918358,
5,0.158044,0.303055,-0.356609,0,0.147163,-0.00344094,-0.00882343,-0.059989,0.680114,0.997827,-0.0639508,0.00480709,0.0151463,-0.530114,1.20265,-0.110579,-1.16989,0.00304903,-1.20204,0.391263,1.22608,0.752231,-0.906542,-0.165933,-0.124312,0.251257,-0.0395775,0.212665,-0.914855,0.344949,1.45331,-0.0627281,0.701662,3.82466,-0.144775,
6,0.138034,0.278956,-0.336669,0,0.0894686,-0.00116535,-0.00492936,-0.0363071,0.660627,0.997713,-0.0653263,0.00930773,0.014624,-0.525353,1.15843,-0.0669255,-1.09965,-0.00163548,-1.17873,0.555202,1.22303,0.590114,-0.856389,-0.435761,0.55281,-0.162719,0.445073,0.0295906,-0.797961,1.38316,1.35173,-0.127765,0.237633,0.155669,-0.0174808,
7,0.100886,0.232102,-0.296771,0,-0.0223392,0.000173023,0.00230577,0.00903458,0.631997,0.998609,-0.0443957,0.00255653,0.0283155,-0.52469,1.12111,0.0166536,-1.03401,-0.00873408,-1.17371,0.533602,1.22263,0.439079,-0.879457,-0.755597,0.977958,-0.40175,0.514876,0.00415258,-0.709909,1.95745,1.27593,-0.154793,-0.035282,-0.338279,-0.00238162,
8,0.0584693,0.179543,-0.25711,0,-0.1438,-1.4288e-05,0.0101497,0.0585343,0.591663,0.998926,-0.0165635,-0.00963484,0.0421769,-0.524522,1.08793,0.107897,-0.971825,-0.0160224,-1.17388,0.525311,1.22253,0.0584241,-0.375693,-0.332517,0.230104,-0.30781,0.26652,0.00137139,-0.64608,1.70559,1.20629,-0.184558,0.00291354,-0.0558907,0.000312918,
9,0.0356866,0.145776,-0.235038,0,-0.218091,-0.00168488,0.0155967,0.0896461,0.589775,0.998392,-0.0289633,-0.0104657,0.047594,-0.524423,1.05643,0.165247,-0.913253,-0.0249877,-1.16598,0.524021,1.22242,0.00819589,0.150287,-0.105252,-0.784584,0.0269065,0.260508,0.000807496,-0.614384,0.591596,1.14157,-0.144182,0.343574,-0.00715414,-0.0010682,
10,0.0387348,0.152063,-0.236116,0,-0.203826,-0.00480521,0.0152601,0.0836761,0.582342,0.997576,-0.0375009,-0.015389,0.0565633,-0.524377,1.02791,0.154242,-0.858578,-0.0292708,-1.13275,0.52384,1.22233,-0.016364,-0.125919,-0.189664,0.151427,-0.113796,0.41525,0.000429057,-0.541884,-1.01705,1.03204,-0.0290238,0.979862,-0.00112825,-0.000523549,
11,0.070574,0.202077,-0.263778,0,-0.0909754,-0.00747835,0.00853268,0.0369629,0.571412,0.996607,-0.0393864,-0.0176551,0.0700756,-0.524373,1.00144,0.0681345,-0.809152,-0.0281043,-1.06989,0.52382,1.22236,-0.129124,-0.333168,0.00520487,-0.338793,0.0826469,0.802827,-4.56412e-05,-0.517448,-2.39322,0.943229,0.06925,1.52498,-0.000258554,-0.000133595,
12,0.121362,0.276496,-0.313105,0,0.0850607,-0.00841659,-0.00213198,-0.0346209,0.568333,0.994502,-0.0475658,-0.018806,0.0913752,-0.524438,0.975307,-0.0638173,-0.763902,-0.023316,-0.988814,0.523954,1.22245,-0.225185,-0.535833,-0.105715,-0.200249,-0.136095,0.957,-0.00065598,-0.534425,-2.86824,0.872562,0.120186,1.71631,0.00166269,0.000587416,
13,0.16789,0.343007,-0.366315,0,0.244276,-0.00675523,-0.0122018,-0.101512,0.563233,0.991732,-0.0511604,-0.021309,0.115738,-0.524522,0.948945,-0.18712,-0.722517,-0.0179553,-0.911573,0.524131,1.22259,-0.268594,-0.64318,-0.108741,-0.0678739,-0.219903,0.900266,-0.000625686,-0.512417,-2.08666,0.783179,0.0974227,1.37752,0.00116336,0.000939594,
14,0.188539,0.373109,-0.393326,0,0.315001,-0.00283523,-0.016994,-0.13302,0.554591,0.989855,-0.0463814,-0.0302613,0.130844,-0.524636,0.924252,-0.245203,-0.685252,-0.015012,-0.86284,0.524245,1.22273,-0.286555,-0.559173,-0.251418,0.341041,-0.601663,0.296191,-0.00145108,-0.476004,-0.250748,0.707618,0.0205848,0.578148,0.000527535,0.00150985,
15,0.169245,0.350064,-0.369733,0,0.261327,0.00200762,-0.0134407,-0.10912,0.539122,0.989991,-0.0276667,-0.0477237,0.129901,-0.524726,0.901384,-0.201145,-0.650815,-0.0165527,-0.858819,0.524288,1.22283,-0.303884,-0.446035,-0.36711,0.874099,-1.02506,-0.442667,-0.00105708,-0.439149,1.99693,0.669746,-0.0823672,-0.409385,0.000206495,0.00114489,
16,0.114413,0.273788,-0.302863,0,0.0802585,0.00534992,-0.00235245,-0.0327751,0.534842,0.990938,-0.0313515,-0.0488681,0.121124,-0.524703,0.879617,-0.0604149,-0.615863,-0.0192425,-0.896403,0.52425,1.22279,0.23226,-0.0880597,0.0620753,-0.472583,0.765877,-0.445761,0.000608231,-0.427155,3.60779,0.733498,-0.0145144,-1.09094,-0.000581711,-0.00060794,
17,0.0400672,0.164792,-0.226316,0,-0.171171,0.00610289,0.012445,0.0704445,0.53402,0.990932,-0.0488702,-0.044301,0.11706,-0.524553,0.859125,0.129852,-0.57886,-0.0212335,-0.954184,0.524131,1.22261,0.158444,0.0814723,-0.243981,-0.716396,0.17298,-0.107522,0.0021158,-0.398469,4.00525,0.74347,-0.0487014,-1.24449,-0.00141623,-0.00183006,
18,-0.0256065,0.0682706,-0.1745,0,-0.370453,0.0028821,0.0248533,0.158538,0.522568,0.990609,-0.0637417,-0.0445039,0.112477,-0.524368,0.839948,0.292249,-0.540097,-0.021089,-1.00067,0.523932,1.22236,0.0658498,0.304068,-0.0973446,-0.698116,0.0869763,-0.122087,0.00140204,-0.369533,2.48362,0.817253,0.055585,-0.587706,-0.00218041,-0.0020069,
19,-0.0485632,0.0356191,-0.158738,0,-0.430045,-0.00286862,0.0281467,0.18772,0.511614,0.989305,-0.0799266,-0.0435059,0.113997,-0.524256,0.821954,0.346056,-0.517374,-0.0141201,-1.0004,0.518836,1.2221,0.0390997,0.20538,-0.015212,-0.50524,0.261552,0.323642,0.000681369,-0.347702,-0.296416,-0.100353,0.220089,0.584957,-0.213469,-0.00438904,
20,-0.0122627,0.0873161,-0.17821,0,-0.329576,-0.00935331,0.0197005,0.140226,0.52313,0.985823,-0.0955967,-0.0358892,0.133142,-0.524282,0.803055,0.258487,-0.522373,0.000691219,-0.937941,0.499079,1.22197,0.113475,-0.421025,0.378411,-0.473,0.0395464,1.00115,0.000329494,-0.423528,-3.18486,-0.0742913,0.377787,1.90734,-0.560149,-0.000744301,
21,0.0736829,0.210441,-0.24298,0,-0.0616147,-0.0138788,0.000993152,0.0254186,0.540752,0.980048,-0.103438,-0.0307773,0.166909,-0.524293,0.780724,0.0468545,-0.526281,0.0219649,-0.819368,0.469466,1.22215,0.124705,-0.804138,0.253992,-0.103575,0.0363003,1.6138,0.00109485,-0.461103,-5.29089,-0.0917593,0.477008,2.83028,-0.622835,0.00198425,
22,0.177964,0.356041,-0.357494,0,0.2794,-0.0141185,-0.0221349,-0.119209,0.549032,0.972254,-0.10174,-0.0224968,0.20944,-0.524417,0.757121,-0.219742,-0.532265,0.0450589,-0.676678,0.452564,1.22247,0.145875,-1.16942,0.187731,0.529552,-0.0737633,1.71125,-0.00193796,-0.503364,-5.34312,-0.136518,0.449155,2.87916,-0.0532754,0.00120447,
23,0.25626,0.45973,-0.475462,0,0.505668,-0.00915454,-0.0403287,-0.232964,0.548314,0.965072,-0.0935883,-0.0204132,0.243847,-0.524602,0.732586,-0.429513,-0.541358,0.0633226,-0.558119,0.48248,1.22275,0.0151241,-1.14241,-0.101964,-0.239403,-0.414162,0.961248,-0.00166442,-0.476468,-3.06518,-0.222212,0.288004,1.8668,1.23164,0.00322647,
24,0.277445,0.485518,-0.510993,0,0.556848,0.00149119,-0.0454922,-0.263013,0.554413,0.964228,-0.0823321,-0.0276962,0.250437,-0.524887,0.709881,-0.484975,-0.547006,0.0711842,-0.519077,0.538833,1.22299,0.0773323,-1.02754,-0.0391917,0.440547,-0.410774,-0.0283348,-0.00398909,-0.439916,0.774829,-0.121813,0.0134229,-0.304076,-0.105365,0.00395145,
25,0.224307,0.419402,-0.421826,0,0.421246,0.0107791,-0.034018,-0.187676,0.541735,0.966419,-0.0700398,-0.036855,0.244481,-0.525056,0.688528,-0.345975,-0.552613,0.0639543,-0.582052,0.528132,1.22314,0.0844164,-0.850695,-0.398578,0.262761,-0.775233,-0.511435,-0.00177475,-0.410436,4.75163,-0.0999634,-0.301154,-2.1981,-0.134268,0.00175687,
