step,action0,action1,action2,action3,action4,action5,action6,action7,state0,state1,state2,state3,state4,state5,state6,state7,state8,state9,state10,state11,state12,state13,state14,state15,state16,state17,state18,state19,state20,state21,state22,state23,state24,state25,state26,
0,0.00389613,0.00200561,0.0272058,0.00059597,0.0666394,0.00114277,1,0.256168,0.654131,0.996935,0.042092,0.0582416,-0.0309292,-0.00735012,0.0565116,0.0761231,0.0462263,-0.000918915,0.0158844,-0.0385503,0.043975,0.047868,0.0731876,0.0648389,0.0549416,0.0181467,0.0555343,0.0700165,0.0293458,0.035029,0.0451245,0.00214929,0.0969759,0.0306798,0.0941912,
1,0.00228341,-0.082306,0.0139345,0.0148217,0.0691912,0.00118666,-0.215853,0.173631,0.679257,0.995793,0.043406,0.0675042,-0.0442228,0.00161532,0.435065,0.0908573,-0.414877,0.180831,-0.403488,-0.0352866,0.433182,-0.074954,0.216201,0.295378,0.166814,0.366594,-1.10769,0.284504,8.35833,0.547082,-10.1886,7.21436,-8.53075,0.0977822,8.58461,
2,-0.000387868,-0.087229,-0.0264873,0.0278228,0.0688354,0.00118054,-0.427167,-0.0120768,0.675753,0.993785,0.0464734,0.0753771,-0.0674459,0.0177564,0.845453,0.129743,-0.911494,0.494122,-0.78745,-0.0304663,0.836853,-0.0189407,0.133453,-0.445291,0.168698,0.18441,-0.755208,0.361195,8.05982,1.00691,-9.67996,5.33071,-6.84249,0.0946195,7.57098,
3,-0.00125161,-0.0411812,-0.0235457,0.0285502,0.0657601,0.00112764,-0.79557,-0.106822,0.645474,0.997153,-0.00553464,0.0178996,-0.0730343,0.0319047,1.24339,0.19092,-1.2828,0.545934,-1.12422,-0.0279735,1.18297,0.103877,-0.0156392,-0.708424,-1.30372,-4.95006,0.448693,0.228756,6.40112,1.44731,-0.435688,-1.68063,-6.60182,0.00867905,6.38292,
4,0.000841123,0.00944161,0.0461587,0.0329457,0.0669259,0.00114769,-0.278907,-0.0335468,0.656951,0.997932,0.00308892,-0.0432808,-0.0474146,0.0390665,1.25383,0.269734,-1.2348,0.322361,-1.25094,-0.0281376,1.25922,1.30088,-0.405045,1.17224,0.709969,-0.712612,1.59778,0.0496591,-1.10356,1.62966,1.19226,-7.12547,0.619538,-0.0302812,-1.0562,
5,0.00456393,0.0266959,0.101171,0.00372047,0.0723813,0.00124156,0.145657,0.222966,0.710682,0.998232,0.0109119,-0.0582715,-0.0042522,0.0499347,1.20592,0.360083,-1.17617,-0.0748997,-1.22324,-0.0296034,1.20956,1.42898,-0.462895,0.852061,0.311424,-0.5402,1.77772,0.381055,-0.815377,2.00202,1.15137,-8.77343,0.428824,-0.0262815,-0.933461,
6,0.00788029,0.0158865,0.0921114,-0.0276262,0.0754273,0.00129401,0.47494,0.436793,0.740702,0.996566,0.0176298,-0.0723192,0.0362611,0.0870586,1.16677,0.471035,-1.11964,-0.476013,-1.1611,-0.0299062,1.16884,1.3957,-0.456658,0.347621,0.422871,-0.568379,1.45143,1.09775,-0.750984,2.43242,1.11077,-7.28267,2.04257,0.0134835,-0.697115,
7,0.00928274,-0.0630004,0.0638162,-0.0382163,0.0758462,0.00130122,0.777433,0.613597,0.744831,0.993836,0.0349555,-0.0872442,0.058801,0.157728,1.1252,0.543156,-1.06513,-0.555805,-0.981373,-0.0274043,1.13752,1.3281,-0.292195,-0.184056,0.901401,-0.696809,0.600066,1.72004,-0.911858,-0.308051,1.06947,1.84283,5.1204,0.0811704,-0.554084,
8,0.00860772,-0.109544,0.0516878,-0.0289182,0.073475,0.00126039,0.274593,0.486921,0.72146,0.990189,0.0662547,-0.105802,0.0627892,0.253609,1.07387,0.528124,-1.01269,-0.324415,-0.61893,-0.0213916,1.0988,1.21172,-0.109552,-0.760561,1.53586,-0.930724,-0.536475,2.11333,-1.14018,-0.159985,1.0276,7.36102,9.34568,0.161841,-0.991913,
9,0.00540443,-0.121657,0.061083,-0.00616508,0.0686879,0.001178,-0.157733,0.206993,0.674301,0.988871,0.0930693,-0.107359,0.0441199,0.366158,1.01238,0.524398,-0.962721,0.0843802,-0.477885,-0.0111457,1.03027,1.02138,-0.154012,-1.15496,0.5868,0.295753,-1.04709,2.38569,-1.31441,-0.024392,0.974587,8.9836,-1.10061,0.242696,-1.74231,
10,0.000522284,-0.104493,0.0271183,0.0184532,0.0620268,0.00106346,-0.48656,-0.106843,0.608732,0.992697,0.0925742,-0.0764571,0.011694,0.493793,0.946509,0.523975,-0.915295,0.491584,-0.514495,0.00253706,0.922973,0.905036,-0.0476494,-1.35532,-1.55278,2.7467,-2.30878,2.72167,-1.33148,-0.000492028,0.916574,7.26644,-0.326374,0.322834,-2.54433,
11,-0.00368074,-0.0215723,-0.00844645,0.0229829,0.0543604,0.000931735,-0.768215,-0.167788,0.533335,0.998656,0.0491134,-0.0118238,-0.0115516,0.539723,0.885027,0.523936,-0.870226,0.536963,-0.550051,0.0165878,0.780618,0.500138,0.371095,-1.20096,-2.99133,0.906248,-0.453365,-0.393088,-1.12785,0.000376875,0.894561,-1.85535,-1.10107,0.247664,-3.06954,
12,-0.00573719,0.0289248,-5.20174e-05,0.015606,0.0491535,0.000842338,-0.259697,-0.0264555,0.482163,0.999855,0.00258736,0.00739021,-0.0151126,0.520284,0.835164,0.523882,-0.826725,0.306877,-0.633914,0.0272628,0.627087,0.392266,-0.551633,-0.442245,0.938475,0.0330627,0.194636,-0.346272,-0.834076,-0.000821792,0.843522,-7.30681,-2.22594,0.186645,-3.08082,
13,-0.0053695,0.0408662,0.0132259,-0.000348078,0.0481232,0.000824654,0.15626,0.246826,0.47204,0.999776,0.0169276,0.0119838,0.00419931,0.501207,0.794147,0.523355,-0.784703,-0.0910294,-0.742669,0.0344379,0.497486,1.26903,-0.949179,0.554302,-1.32346,0.534465,2.28918,-0.491303,-0.927956,0.019754,0.842838,-8.44138,-2.00673,0.0679303,-0.478148,
14,-0.00131014,0.0288988,-0.0324947,-0.0288654,0.0503546,0.000862956,0.464071,0.486907,0.493965,0.998132,-0.00435456,0.0141411,0.0592836,0.479049,0.746873,0.524046,-0.743322,-0.473808,-0.794134,0.0367404,0.517968,1.24814,-0.924587,0.210799,-0.727445,-0.000658617,2.06641,-0.383966,-0.930424,-0.00442119,0.811608,-6.89414,-0.0837037,0.0283829,0.649155,
15,0.00123341,-0.045917,-0.0711623,-0.0394579,0.0500548,0.00085781,0.795442,0.527252,0.491019,0.995347,-0.0139242,0.0108058,0.0947344,0.455085,0.696447,0.523929,-0.703545,-0.551976,-0.708861,0.0386384,0.554685,1.1217,-0.649416,-0.331698,-0.169493,-0.270448,1.02084,-0.577794,-1.08607,-0.00107251,0.780545,1.69736,3.46448,0.0407032,0.8203,
16,0.00201227,-0.0943529,-0.0279788,-0.0295579,0.0469574,0.000804648,0.275234,0.391043,0.460588,0.993854,-0.0118776,0.00325716,0.110013,0.414378,0.636394,0.523912,-0.665334,-0.32469,-0.480564,0.0413713,0.586115,0.89788,-0.499049,-0.822061,-0.0948205,0.0975602,0.136212,-1.04797,-1.32165,-0.000155092,0.742443,7.34576,1.40894,0.0751781,0.439308,
17,0.00193113,-0.10714,0.0742263,-0.00479906,0.0421185,0.000721626,-0.15673,0.104213,0.413066,0.993041,-0.00281177,0.0115718,0.117163,0.359823,0.565437,0.523879,-0.62942,0.0835127,-0.504629,0.0453385,0.58993,0.505357,-0.585775,-1.01436,0.728602,0.0437239,0.497626,-1.13302,-1.51398,-0.000267003,0.699794,8.97111,-0.600916,0.0811874,-0.278082,
18,0.00146698,-0.0920887,0.179609,0.0307758,0.0402047,0.0006888,-0.492207,-0.191672,0.394276,0.992649,-0.00184127,0.00140149,0.12101,0.318018,0.512371,0.523826,-0.592166,0.494012,-0.520392,0.0500101,0.556171,0.257441,-0.219033,-0.152495,0.22138,0.00298246,-0.0638747,-0.540683,0.0545773,-1.19458e-05,0.760634,7.44903,-0.117206,0.101968,-1.06814,
19,0.00181602,-0.00705301,0.199914,0.0323642,0.0388794,0.00066607,-0.759213,-0.226667,0.381265,0.991026,0.000959178,0.00649535,0.133508,0.323713,0.524714,0.523795,-0.553741,0.538337,-0.560824,0.0539835,0.51121,0.665141,-0.0466703,-0.282033,-1.0122,0.0649673,0.800077,0.762811,0.350317,0.000876789,0.763084,-1.92937,-1.47637,0.0658751,0.0880136,
20,0.00318367,0.0402895,0.138977,0.0288014,0.041762,0.000715511,-0.273855,-0.0608861,0.409566,0.987381,-0.0226187,-0.014063,0.156109,0.388799,0.5371,0.523723,-0.516486,0.314883,-0.662957,0.0567255,0.521774,1.67427,-0.0867502,0.810665,-0.860114,-1.00661,0.895929,1.90496,0.283191,0.00237596,0.172899,-7.05887,-2.75202,0.0535543,0.205936,
21,0.00473756,0.0535551,-0.0120305,0.00491516,0.0468274,0.000802417,0.142601,0.230999,0.459311,0.982064,-0.0439081,-0.0253099,0.181608,0.502819,0.55364,0.523815,-0.521177,-0.0748543,-0.805603,0.0597533,0.539232,2.02226,-0.186178,0.969833,-0.778946,-0.587453,0.988622,2.68547,0.385236,0.00181748,-0.132048,-8.57314,-2.96995,0.0707919,0.495075,
22,0.00652688,0.0397204,-0.179881,-0.0196045,0.0531985,0.000911783,0.459844,0.489778,0.521914,0.97457,-0.0657219,-0.0284023,0.212335,0.537166,0.566115,0.523862,-0.528269,-0.463442,-0.89946,0.063904,0.573291,1.93141,-0.253923,1.0595,-0.851145,0.0604191,1.33211,-0.364313,0.245612,0.00074205,-0.138295,-7.05283,-0.950828,0.0983551,0.86055,
23,0.00703894,-0.0370896,-0.219287,-0.0311654,0.0570839,0.000978516,0.818387,0.545768,0.560112,0.969041,-0.0785558,-0.030655,0.232055,0.487392,0.574793,0.523921,-0.534885,-0.549989,-0.855949,0.0704061,0.622288,1.70253,-0.047899,0.475979,-0.256332,-0.175161,0.556101,-1.62144,0.101651,0.000125968,-0.125208,1.53415,2.65976,0.155037,1.0996,
24,0.00610575,-0.0890614,-0.0939466,-0.0227936,0.0579436,0.000993285,0.276427,0.427655,0.568566,0.967313,-0.0758362,-0.0367358,0.239176,0.368852,0.574279,0.52394,-0.540822,-0.326343,-0.626024,0.0795005,0.668936,1.44738,0.0607355,-0.142432,0.36783,-0.371106,-0.0809615,-3.10758,-0.121107,0.000275705,-0.112988,7.35892,6.50831,0.210791,0.76839,
25,0.00362253,-0.103715,0.14113,-0.000153454,0.0561664,0.000962754,-0.156082,0.158643,0.55109,0.969071,-0.0737116,-0.0350413,0.232896,0.200237,0.563743,0.523933,-0.546457,0.0826024,-0.487709,0.0914275,0.689982,1.2498,-0.0282516,-0.549367,-0.199799,0.472024,-0.367666,-3.63357,-0.299486,-0.000180134,-0.111775,8.99024,-0.706481,0.264064,0.0799619,
