step,action0,action1,action2,action3,action4,action5,state0,state1,state2,state3,state4,state5,state6,state7,state8,state9,state10,state11,state12,state13,state14,state15,state16,
0,0,0.169058,0.000595108,-1,-0.375703,0.0236599,0.0630394,-0.0518677,-0.0133034,-0.010785,0.0615661,0.0236643,-0.0997345,-0.0495433,0.0991976,0.0146351,0.0922247,0.0411597,0.047769,0.0452996,0.0132324,0.0242512,0.0549715,
1,0.0305324,-0.414528,-0.00168527,-1,-0.672421,-0.318967,0.0493167,-0.0304255,-0.0547702,0.0305419,0.00780318,-0.330497,-0.0302367,0.0324928,-0.525953,-0.531267,0.750021,-0.921485,0.923146,-1.34276,-9.7408,0.999412,2.07866,
2,0,-0.413679,0.00866325,-1,0.100905,-0.64288,0.00850229,0.0512774,-0.00455528,-0.157009,-0.0234591,-0.763068,-0.200298,-0.000125808,-0.0753828,-1.0612,1.72784,1.68454,-4.4742,-0.105811,-6.96135,-5.36428,-2.3328,
3,0,-0.0887828,0.013049,-1,0.755872,-0.733214,-0.0568047,0.0841224,0.0552659,-0.236505,-0.000865978,-0.935644,-0.192652,-0.287946,0.143965,-1.44794,-0.0521772,0.750656,0.321141,0.614299,-0.540395,2.61947,-6.58893,
4,0.00460889,0.999999,-0.000254315,1,-0.14236,-0.693437,-0.124719,0.0630335,0.0181872,0.00460892,-0.098328,-0.854547,0.195252,-0.529024,0.384941,-1.20377,-0.150903,-0.946457,5.19809,-2.68227,2.54552,8.69626,-1.15585,
5,0.477375,1,-0.0286581,-1,0.887099,0.0726396,-0.209627,-0.0242195,0.0444525,0.519579,-0.0775815,0.0727678,-0.111218,-0.545096,1.38028,-1.90453,-2.20889,1.10259,9.68861,2.50965,20.174,-18.9674,-8.61835,
6,0.628571,-0.414265,-0.0407462,-1,-0.637324,0.147901,-0.257981,-0.143693,0.198824,0.739051,0.00342304,0.148993,-0.0986624,-0.470231,-0.124843,-0.175623,-2.63295,3.78715,2.84192,0.698913,-7.81716,7.37682,1.8164,
7,0.373554,-0.414561,-0.0216553,-1,-0.983564,-0.425401,-0.234962,-0.0935612,0.436219,0.392548,0.0350178,-0.454268,-0.0198249,-0.0800336,0.384708,0.583002,2.94332,3.69189,-12.0723,0.319137,-13.0653,-2.39094,9.85687,
8,0,-0.412534,0.00809108,-1,-0.267509,-0.749665,-0.212622,0.121482,0.449851,-0.146638,0.0527842,-0.97219,-0.411787,0.119807,0.75432,0.26345,4.22226,-1.22453,-9.01524,0.492446,-7.46708,-8.99646,-0.343048,
9,0,1,0.0140229,1,0.920773,-0.736227,-0.200201,0.253749,0.206808,-0.254161,0.0544927,-0.94219,-0.497056,-0.242562,0.556389,0.164976,1.89388,-6.46572,0.964886,-0.495831,3.90238,2.8945,-9.47539,
10,0.385712,1,-0.0224385,-1,-0.547376,-0.12973,-0.209665,0.122743,-0.0614658,0.406752,-0.00711432,-0.130465,-0.309929,-0.554764,1.37245,-0.238326,-4.91298,-2.89401,14.6527,-0.996577,14.9895,-3.38743,1.11468,
11,0.591319,-0.412541,-0.0374784,-1,-0.975073,-0.0552272,-0.210179,-0.0616682,0.0481904,0.679692,-0.0462143,-0.0552834,-0.200328,-0.224885,0.877588,0.110864,-2.89987,4.3252,0.343703,-0.267192,-5.73778,4.14329,8.67409,
12,0.22873,-0.413952,-0.0128473,-1,-0.912428,-0.47611,-0.180953,-0.0467613,0.359783,0.232849,-0.0717637,-0.517942,-0.240161,0.164092,1.45481,0.713961,1.97106,5.68927,-11.2422,-0.0113284,-10.1056,-3.79121,5.69006,
13,0,-0.410742,0.0102178,-1,0.679325,-0.733566,-0.157532,0.0862209,0.410213,-0.185186,0.0473882,-0.936406,-0.475431,0.0808888,1.33309,0.301923,2.54249,-1.66146,-5.34014,2.3729,-5.81448,-4.45483,-5.67535,
14,0,0.999925,0.0104424,1,0.933773,-0.756121,-0.140799,0.145574,0.172944,-0.189257,0.0867069,-0.987096,-0.104479,-0.411356,1.09116,0.328785,0.447904,-5.11425,2.58002,-0.0559678,2.21598,11.9297,-9.93451,
15,0.415008,1,-0.0243624,-1,0.150478,-0.09114,-0.151858,-0.00501893,-0.00259542,0.441646,0.0142197,-0.0913936,0.182699,-0.567634,2.21282,-0.366996,-4.62015,-1.8751,13.6504,-1.37226,17.6875,-11.1898,-2.57519,
16,0.59482,-0.411682,-0.0377758,-1,-0.976412,0.0655733,-0.155142,-0.179799,0.0957432,0.685093,-0.0425115,0.0656675,0.105415,-0.275424,1.3984,0.128332,-2.88189,3.4676,-0.0148644,-0.563792,-5.19687,3.01441,8.81484,
17,0.264341,-0.414379,-0.0149392,-1,-0.964598,-0.381827,-0.121971,-0.147734,0.356615,0.27077,-0.0605794,-0.402197,-0.132691,0.203401,1.73149,0.848591,2.64248,4.91762,-10.2223,0.169272,-11.2613,-8.39964,7.93133,
18,0,-0.411526,0.0106506,-1,0.636793,-0.741283,-0.0966904,0.0214024,0.400401,-0.193031,0.0449174,-0.953322,-0.536768,0.182849,1.77431,0.294917,3.13932,-1.30145,-6.62283,1.86188,-8.83659,-6.52672,-5.3212,
19,0,1,0.011812,1,0.970136,-0.745465,-0.076814,0.0773511,0.187742,-0.214081,0.0728451,-0.96267,-0.204467,-0.382305,1.50063,0.365532,0.229437,-5.41127,1.7553,-0.413331,2.96337,12.6072,-11.8903,
20,0.384653,1,-0.02237,-1,-0.829712,-0.0240324,-0.0916083,-0.0670632,-0.0165514,0.405509,0.00216953,-0.024037,0.403892,-0.509069,3.33537,-1.00943,-2.80652,-2.37875,12.7032,-1.2665,22.0604,11.7247,3.86609,
21,0.548162,0.996625,-0.0339569,1,-0.984958,0.420309,-0.14424,-0.0876038,0.0127203,0.615751,-0.0562273,0.448067,0.390448,-0.0602513,2.09344,-0.667354,0.17505,2.47653,-0.399355,-0.685864,1.79417,-6.35336,9.89907,
22,0.462053,1,-0.0275745,1,-0.941264,0.603717,-0.198909,-0.0586668,0.233658,0.499919,-0.0481879,0.698976,-0.355209,0.38784,2.15433,-1.35403,0.587564,4.33264,-2.35643,0.741125,4.5473,-14.8686,6.61882,
23,0.44576,1,-0.0264433,1,-0.566049,0.643667,-0.265836,-0.0546707,0.335631,0.479396,0.0144199,0.76441,-0.750938,0.533508,1.75092,-0.96272,-0.638197,1.36081,1.63816,1.83204,5.99186,-5.28984,1.34437,
