step,action0,action1,action2,action3,action4,action5,state0,state1,state2,state3,state4,state5,state6,state7,state8,state9,state10,state11,state12,state13,state14,state15,state16,
0,0.777937,0.00489848,-0.00776275,-0.996213,-0.995301,-0.99691,-0.0589825,-0.0958694,-0.0682731,0.0393388,0.0544321,-0.0289061,-0.00735012,0.0565116,0.0880615,0.0731131,0.0495405,0.0579422,0.0307248,0.0719875,0.047868,0.0731876,0.0648389,
1,0.72719,-0.650981,0.736571,0.895506,0.783054,-1,-0.0488943,-0.0277331,0.112781,-0.0804101,-0.122286,-0.278298,-0.187287,-0.185177,0.172555,-0.0248718,1.64333,5.28086,-2.99027,-2.20468,-7.59279,-5.28284,-6.99722,
2,0.634292,0.746296,-0.76122,0.939318,0.863067,-1,-0.058617,-0.0316672,0.490557,-0.289597,0.234665,-0.0854489,-0.0966936,-0.556953,1.35133,-0.40954,-1.03855,6.97897,-2.98357,9.79422,9.42542,5.23061,0.390514,
3,0.857924,0.761318,-0.761559,-1,-1,-0.881384,-0.125135,-0.110693,0.555849,0.251092,-0.0572133,0.442311,0.344026,-0.489362,0.739782,-1.75819,-0.999715,-1.34083,13.5286,-11.0213,9.7655,9.36879,1.46116,
4,0.945392,0.0260166,-0.0412044,-1,-1,-0.496205,-0.174861,-0.111216,0.3986,0.580271,-0.442516,0.511386,0.305258,-0.310639,-0.404074,-0.0652627,-0.302954,-3.00609,1.10356,-0.420258,0.25429,-6.26937,3.20532,
5,0.838343,-0.880993,0.672846,-1,-1,-0.926581,-0.136563,-0.0832282,0.343947,0.195214,-0.194401,0.153499,-0.045449,-0.040431,-0.864911,1.20258,1.96651,-0.889426,-5.51145,1.42401,-13.4871,-7.26102,4.82543,
6,0.584627,-0.945364,0.296632,0.375914,0.11482,-1,-0.0924212,0.102617,0.375813,-0.401279,0.206445,-0.725166,-0.380952,-0.1082,-0.297798,0.388839,3.97969,1.87107,-11.872,9.36334,-17.4552,-5.97848,-4.95371,
7,0.522572,0.850898,-0.721621,0.269978,0.00990142,-1,-0.0808576,0.135706,0.496454,-0.544949,0.329524,-0.635964,-0.388945,-0.558827,0.859545,0.208851,-1.03037,1.66509,2.28163,-1.34338,12.3067,3.1264,-9.36122,
8,0.876652,0.850969,-0.72154,-1,-1,-0.826395,-0.113241,0.0278062,0.373547,0.308307,-0.228475,0.0716377,-0.0394657,-0.488041,0.622748,-1.10055,-1.84809,-2.6467,17.7497,-11.9377,12.3093,8.68015,2.00238,
9,0.965171,-0.353953,0.502971,-1,-1,-0.340603,-0.14666,-0.00136637,0.322105,0.701332,-0.428829,0.173245,-0.070672,-0.455373,-0.350198,-0.231881,-0.16344,-0.0267258,1.46042,0.958497,-3.61518,-5.61332,-0.5623,
10,0.787218,-0.903256,0.606846,0.747482,0.554162,-0.992316,-0.149889,0.0771914,0.429064,0.062105,0.113576,-0.392539,-0.355141,-0.264463,-0.249359,-0.275335,2.27145,3.28595,-16.5795,12.691,-14.5565,-5.26743,5.38101,
11,0.548702,0.741514,-0.760858,0.555153,0.309947,-1,-0.173074,0.092642,0.642792,-0.48366,0.493417,-0.351338,-0.221605,-0.347961,1.14641,-0.29055,-0.149929,2.34779,0.163231,1.61828,9.32079,6.08204,-5.04764,
12,0.870569,0.673363,-0.745205,-1,-1,-0.845589,-0.209715,0.0157419,0.473931,0.289249,-0.151591,0.113735,-0.197493,-0.587993,0.316782,-0.760455,-2.08695,-4.3028,16.8893,-15.3794,7.9824,-1.94171,2.57814,
13,0.952345,-0.752912,0.761524,-1,-1,-0.446432,-0.237849,-0.02914,0.311474,0.618638,-0.465096,-0.0786263,-0.28631,-0.40106,-0.173774,-0.538408,-0.152335,-2.13011,-0.0199369,1.9169,-9.57302,-1.48387,4.09058,
