step,action0,action1,action2,action3,action4,action5,state0,state1,state2,state3,state4,state5,state6,state7,state8,state9,state10,state11,state12,state13,state14,state15,state16,
0,-0.0372686,0.00931919,0.136515,0.0832234,-0.995904,-0.0581966,0.0630394,-0.0518677,-0.0133034,-0.010785,0.0615661,0.0236643,-0.0997345,-0.0495433,0.0991976,0.0146351,0.0922247,0.0411597,0.047769,0.0452996,0.0132324,0.0242512,0.0549715,
1,-0.0132769,0.0803645,0.0991146,0.282269,-0.98326,-0.0175728,0.0436177,-0.03223,-0.0246165,-0.00384098,0.066747,0.0841175,-0.368377,-0.0149752,0.0849025,-0.615293,0.496697,-0.28197,0.146085,0.0918724,1.13902,-6.69889,0.742924,
2,0.109948,-0.0466856,0.185585,-0.193686,-1,-0.00409134,-0.0017914,-0.0185889,-0.01941,0.0319031,0.0518784,0.157744,-0.607431,-0.0034869,0.180956,-1.06804,0.115881,0.353631,0.812533,-0.354673,1.28814,-2.68728,-0.160951,
3,-0.0438292,-0.253513,0.367881,-0.684495,-0.293602,-0.0049977,-0.060478,-0.010283,0.0291975,-0.0126853,0.0754213,0.00346107,-0.557259,-0.00425935,-0.0710877,-1.32184,0.181324,1.07422,-1.26753,0.738966,-4.70949,2.38768,0.0596702,
4,-0.0808412,0.257175,0.0395131,0.770865,-0.851805,-0.0129005,-0.109259,0.0663481,-0.0187001,-0.0234246,0.0478745,-0.434379,-0.20794,-0.0109941,-0.0658226,-0.933519,2.21122,-1.20438,-1.06989,0.282891,-8.78527,7.32201,-0.123538,
5,0.400363,0.0607171,0.244298,-0.449495,-1,-0.123993,-0.181543,0.118206,-0.0129026,0.12089,0.012772,-0.102498,-0.439388,-0.10514,1.09376,-1.66036,0.315679,0.637281,3.94653,-0.54897,11.3125,-13.8159,-6.76389,
6,0.409972,-0.5055,0.988218,-0.987988,0.280364,-0.359965,-0.249933,0.177241,0.111209,0.124069,0.0297746,0.0367646,-0.749711,-0.294799,0.647319,-1.15342,1.2261,2.96787,-1.69307,1.33386,-2.21034,-4.04184,-3.28656,
7,-0.350347,-0.431312,0.620509,-0.88384,0.970918,-0.658678,-0.253324,0.218588,0.223544,-0.104675,0.382956,-0.485911,-0.583018,-0.502456,-0.377493,0.473602,0.23024,1.70578,-5.00218,8.23234,-11.7772,6.8785,-1.20467,
8,-0.27859,0.549716,0.00444823,-1,-0.783512,-0.586719,-0.216934,0.197138,0.0993355,-0.0822219,0.537317,-0.932418,0.106395,-0.455635,-0.832824,0.835162,-0.915899,-3.38902,2.65097,0.348401,-5.55616,14.2371,2.33946,
9,0.764781,0.63461,0.0037874,-1,-1,-0.303585,-0.207482,0.135519,-0.10146,0.270017,0.127527,-0.812564,0.0114076,-0.251339,-0.33336,-0.0908405,-1.17516,-3.54985,6.3399,-9.80686,5.67921,-9.14201,4.03363,
10,0.841033,-0.918365,1,-1,-1,-0.0870413,-0.221197,0.0882071,0.115461,0.317895,-0.184698,-0.523178,-0.509315,-0.0739964,0.424405,-0.447353,-0.863358,7.25064,-1.04108,-2.39448,3.95558,-8.33682,2.49961,
11,-0.627102,-0.865643,1,-0.99995,0.986332,-0.00622834,-0.225382,0.122483,0.501073,-0.204175,0.266109,-0.559513,-0.68532,-0.00530816,0.481053,-0.00484813,1.33215,6.14747,-11.5977,12.0552,-3.24027,-0.345659,0.494595,
12,-0.81846,0.968123,8.47569e-06,1,0.945139,-0.0813586,-0.209231,0.224529,0.211355,-0.302383,0.745325,-0.914297,0.0542718,-0.0691872,-0.775754,0.327638,2.20589,-9.65209,1.88565,5.95447,-6.75454,19.2119,-1.43376,
13,0.980357,0.964015,2.74219e-05,-1,-1,-0.602333,-0.204038,0.0520115,-0.314599,0.495536,0.270915,-0.412018,-0.00921439,-0.465936,0.319919,-0.129731,-5.59352,-8.47795,15.5965,-13.7379,19.6256,-1.89499,-6.68404,
14,0.998034,-0.988995,1,-1,-1,-0.599572,-0.192566,-0.0971584,0.0154322,0.605721,-0.301135,0.06789,-0.172408,-0.464121,0.915921,0.506873,-1.66554,12.1155,-1.91641,-7.48939,2.25253,-3.36532,3.36728,
15,-0.415864,-0.926162,1,-0.999998,0.990411,-0.294699,-0.124099,-0.0261994,0.531223,-0.126029,-0.00837595,-0.271841,-0.350685,-0.244368,0.88055,1.36736,2.41686,7.85551,-19.243,14.4071,-11.2019,-3.4343,4.13786,
16,-0.980344,0.9703,1.12207e-05,1,0.977067,-0.159499,-0.0597833,0.130442,0.293313,-0.495496,0.664196,-1.00405,0.124862,-0.134807,-0.245737,1.05464,2.9958,-9.37154,-1.04541,9.28502,-12.1617,13.2324,0.986197,
17,0.934218,0.994912,1.00748e-06,-1,-1,-0.193989,-0.048769,0.0459864,-0.344305,0.406011,0.297534,-0.358417,0.339044,-0.163318,1.53855,-0.383304,-3.16147,-11.7818,19.0603,-12.532,23.0742,1.35208,-0.767562,
18,0.993024,-0.984767,1,-1,-1,-0.159455,-0.0509583,0.0429806,-0.103834,0.552626,-0.249244,0.260809,0.0153341,-0.13477,1.83144,0.208458,1.08458,12.1561,-3.70622,-6.39864,4.4177,-7.20289,2.41128,
19,-0.916164,-0.968067,1,-1,0.990994,0.0464649,-0.0289314,0.147622,0.531101,-0.384089,0.23656,-0.0739333,-0.270103,0.0395721,0.983507,0.125483,2.00356,9.81969,-19.7269,14.869,-12.6467,-4.76963,3.18324,
20,-0.989068,0.993641,2.51199e-07,1,0.926533,0.0790101,-0.0412249,0.278455,0.183452,-0.529653,0.77948,-0.989217,0.160291,0.0671985,-0.735791,-0.675683,2.69959,-13.1708,4.49147,5.12087,-16.2568,12.3733,-0.953709,
21,0.969231,0.991086,2.68007e-06,-1,-1,-0.316133,-0.119296,0.131874,-0.501439,0.465675,0.23958,-0.505522,0.0807588,-0.261127,1.23382,-1.89183,-5.51712,-10.8034,19.0244,-14.6041,20.6789,-6.72911,-8.66394,
22,0.99397,-0.996963,1,-1,-1,-0.540637,-0.182707,0.00269881,-0.0771761,0.559562,-0.300641,0.0225178,-0.30682,-0.424706,2.02372,-1.07932,-1.58508,15.8529,-4.40299,-5.03663,3.14087,-5.66577,0.831374,
23,-0.349178,-0.930168,1,-1,0.98053,-0.363176,-0.196549,0.0633385,0.576295,-0.104302,-0.0418602,-0.310542,-0.471638,-0.297234,2.17991,0.0155525,2.74303,9.05474,-14.2396,10.0857,-11.4304,-2.04701,2.97016,
24,-0.964103,0.9776,1.53669e-05,1,0.982726,-0.255597,-0.193198,0.232018,0.372371,-0.454563,0.640729,-1.02908,0.103271,-0.213331,0.891703,-0.0645107,3.32057,-9.05707,-1.99039,10.7136,-11.7515,15.1995,1.03549,
25,0.957423,0.996416,5.00079e-07,-1,-1,-0.547665,-0.208145,0.0836465,-0.284506,0.441705,0.329972,-0.463149,-0.0564767,-0.429477,1.61964,-0.563315,-5.76194,-12.4823,19.2519,-11.9109,20.434,-5.90532,-6.10255,
26,0.999834,-0.989243,1,-1,-1,-0.59051,-0.217788,-0.0806684,-0.0312256,0.675919,-0.20878,0.051844,-0.286968,-0.458144,2.45882,0.19224,-1.77268,13.4395,-0.0787879,-6.32185,2.35473,-3.20497,2.39658,
27,-0.238152,-0.937286,1,-1,0.988752,-0.334676,-0.172348,-0.0306663,0.595011,-0.0699006,0.137163,-0.293062,-0.399837,-0.275471,2.41011,0.891367,2.03184,9.48783,-19.0347,13.2967,-11.2957,-1.82418,3.69614,
28,-0.972737,0.972703,3.07552e-05,0.999999,0.964663,-0.204527,-0.126475,0.12129,0.427341,-0.474077,0.722067,-1.01572,0.137052,-0.17196,1.20211,0.741897,3.08666,-8.36323,-2.10442,7.45642,-12.0425,14.058,1.12857,
29,0.944009,0.998452,1.31524e-07,-1,-1,-0.362305,-0.124329,0.0440998,-0.241421,0.419749,0.290772,-0.398127,0.216599,-0.296574,2.22692,-0.365697,-3.79369,-13.8179,19.8446,-13.1394,18.5668,-11.8881,-11.5868,
30,0.997929,-0.95768,1,-1,-1,-0.636634,-0.127117,-0.0428251,-0.0984789,0.603824,-0.258398,0.0704816,-0.309006,-0.488282,2.95183,0.212116,-0.795607,10.8176,-3.2065,-6.32811,1.56905,-7.74615,0.726401,
31,-0.737215,-0.854619,1,-0.999998,0.950985,-0.442518,-0.0978532,-0.00291373,0.502857,-0.255232,0.14387,-0.337904,-0.502821,-0.355938,3.01909,0.878282,2.27078,8.05761,-12.9068,6.30905,-12.5889,-2.0057,3.12523,
32,-0.923839,0.993027,2.3091e-06,1,0.965754,-0.309814,-0.0633907,0.129524,0.208708,-0.392955,0.615541,-1.06289,0.0856843,-0.256205,1.70625,0.499883,2.48281,-10.9524,1.84023,7.5764,-11.1436,15.4648,1.38039,
33,0.963114,0.995646,4.7877e-06,-1,-1,-0.27745,-0.0751034,0.0129769,-0.384046,0.452556,0.257281,-0.297716,0.383821,-0.230749,3.83946,-0.84548,-3.37562,-10.2232,16.6806,-11.6744,24.2893,2.99525,0.669814,
34,0.989611,-0.979021,1,-1,-1,-0.348094,-0.0864016,-0.0367828,-0.070836,0.532386,-0.243639,0.268034,-0.0472538,-0.285761,3.81959,0.00199563,-0.0386011,13.0916,-4.2725,-5.64899,3.05501,-7.52996,2.62705,
35,-0.912472,-0.922926,1,-1,0.990897,-0.10342,-0.0787488,0.012961,0.56277,-0.380028,0.255204,-0.142094,-0.31748,-0.08783,2.90315,-0.236622,1.10425,9.42798,-18.8819,14.7886,-13.9859,-4.11419,3.79241,
36,-0.927463,0.996325,5.15902e-07,1,0.931424,-0.0227532,-0.105044,0.136173,0.22956,-0.397362,0.81772,-1.06465,0.142808,-0.0193885,1.59108,-0.79079,2.86998,-12.4511,5.54941,5.30704,-15.6651,12.7946,-0.106946,
37,0.990675,0.995162,4.23136e-06,-1,-1,-0.297335,-0.169556,0.00658661,-0.369266,0.538071,0.266922,-0.363231,0.133303,-0.246439,3.41049,-1.5364,-4.60691,-10.3468,17.603,-14.9123,19.3613,-12.3004,-13.2908,
38,0.999615,-0.985116,1,-1,-1,-0.655718,-0.214356,-0.091474,-0.0129661,0.655772,-0.313379,0.0676371,-0.354278,-0.500561,4.05372,-0.390307,-0.496777,14.0418,0.112129,-7.77173,0.321692,-6.88936,-0.0990206,
39,-0.263193,-0.867914,1,-1,0.990862,-0.50121,-0.19733,0.0104617,0.606611,-0.0775061,0.0475928,-0.385657,-0.526345,-0.39757,4.08341,0.306376,2.8433,9.16156,-19.2516,14.7599,-13.0622,-1.48049,2.89029,
40,-0.967539,0.985322,2.94041e-05,0.999999,0.975554,-0.366347,-0.184365,0.171593,0.440525,-0.461868,0.769737,-1.09417,0.094402,-0.299633,2.80706,0.15386,3.05711,-8.40816,-0.714853,8.98957,-10.6344,16.0779,1.51636,
41,0.97068,0.9989,1.91582e-07,-1,-1,-0.719378,-0.195887,0.0618621,-0.224114,0.469059,0.331913,-0.408179,0.0631317,-0.540922,3.58757,-0.5594,-4.38841,-13.4417,19.5087,-13.9765,22.3549,-5.39464,-6.83078,
42,0.998901,-0.935054,1,-1,-1,-0.562861,-0.209837,-0.0602795,-0.0707447,0.62552,-0.261015,0.105365,-0.306801,-0.439724,4.14462,-0.0284185,-1.4643,10.8409,-3.90472,-7.0069,2.04974,-4.58007,3.66163,
43,-0.326777,-0.893518,1,-1,0.989481,-0.272409,-0.164454,0.016462,0.521245,-0.0972053,0.0560484,-0.287607,-0.428012,-0.226748,4.23245,0.892226,2.41599,9.78533,-18.577,13.7526,-12.2764,-1.34639,3.8471,
44,-0.97407,0.981837,5.31965e-05,0.999997,0.975092,-0.152334,-0.13141,0.155454,0.386829,-0.477481,0.739987,-1.02951,0.145378,-0.128844,2.95648,0.437571,2.73116,-7.8153,-0.559432,8.90475,-12.0509,14.6213,0.868253,
45,0.967929,0.998595,4.61656e-07,-1,-1,-0.421074,-0.139696,0.0491832,-0.233702,0.462734,0.32174,-0.393224,0.14751,-0.340348,4.0039,-0.511662,-4.19283,-12.5622,19.9663,-13.4258,20.2814,-8.19305,-8.97155,
46,0.999234,-0.931579,1,-1,-1,-0.567025,-0.151722,-0.0416881,-0.0469859,0.63665,-0.249863,0.127238,-0.22699,-0.442516,4.59041,-0.00506264,-0.774844,11.0911,-3.59957,-6.72035,2.43203,-5.63592,1.85578,
47,-0.67078,-0.802701,1,-0.999999,0.978227,-0.325944,-0.13438,0.00396756,0.532325,-0.223176,0.17553,-0.25403,-0.40094,-0.268734,4.49636,0.563282,2.39895,8.54777,-11.9823,9.53191,-12.4471,-2.64803,3.60953,
48,-0.889619,0.995635,2.75974e-06,1,0.957526,-0.199583,-0.11452,0.159671,0.251731,-0.357232,0.679337,-1.04165,0.122153,-0.16791,3.16583,0.209626,3.17526,-10.7742,1.61514,6.78882,-12.9517,13.9545,1.04055,
49,0.975059,0.997218,3.52973e-06,-1,-1,-0.456093,-0.13144,0.0556772,-0.33665,0.480091,0.262682,-0.367335,0.12245,-0.365702,4.65833,-0.617454,-4.1345,-10.5281,16.9733,-12.5805,21.3641,-7.59186,-8.59035,
50,0.994664,-0.957099,1,-1,-1,-0.576407,-0.145029,-0.0177599,-0.0436877,0.565195,-0.254063,0.161106,-0.203314,-0.448784,5.08889,-0.0913557,-0.55417,12.5516,-4.17683,-5.65059,2.3549,-4.71474,2.19491,
51,-0.785055,-0.794369,1,-0.999999,0.982801,-0.312615,-0.137651,0.0279003,0.560709,-0.281613,0.209315,-0.230842,-0.361062,-0.258389,4.73924,0.226215,2.16535,8.64776,-12.3975,10.737,-12.7668,-2.67509,3.89605,
52,-0.885617,0.997738,7.49227e-07,1,0.948252,-0.176146,-0.135592,0.179671,0.22756,-0.353587,0.709904,-1.04961,0.139867,-0.148609,3.32934,-0.17392,3.14454,-12.078,3.02889,6.13587,-13.5341,13.3172,1.08165,
53,0.980065,0.997323,3.25314e-06,-1,-1,-0.488162,-0.16656,0.0546428,-0.381266,0.494609,0.255247,-0.328873,0.0479232,-0.388444,4.66163,-0.724445,-4.89327,-10.6097,16.5328,-13.1774,23.0635,-10.1942,-10.323,
54,0.991732,-0.970088,1,-1,-1,-0.645826,-0.179184,-0.0586573,-0.0591679,0.544229,-0.270968,0.195199,-0.278689,-0.494208,5.00387,-0.0109909,-1.48685,13.2841,-4.61938,-5.54635,1.29509,-3.65302,2.5073,
55,-0.580106,-0.864258,1,-1,0.990382,-0.363781,-0.143248,-0.00159405,0.570346,-0.185102,0.107539,-0.265228,-0.378374,-0.297691,4.71348,0.582726,1.96126,9.61779,-17.6289,14.3854,-13.8032,-1.37796,4.03912,
56,-0.950511,0.995199,4.05855e-06,1,0.967241,-0.208232,-0.125462,0.139947,0.33297,-0.429853,0.770298,-1.0812,0.162012,-0.174991,3.38027,0.135724,2.89903,-10.3885,1.17513,7.74932,-13.0094,13.651,1.38641,
57,0.973658,0.99876,6.46115e-07,-1,-1,-0.366757,-0.148528,0.0243327,-0.299903,0.476416,0.301335,-0.350452,0.194077,-0.299943,4.74235,-0.777046,-4.49965,-12.2261,18.7176,-14.1262,20.7381,-12.0468,-11.4635,
58,0.99746,-0.944809,1,-1,-1,-0.626885,-0.166052,-0.0829104,-0.0635232,0.59618,-0.272846,0.144053,-0.289638,-0.481968,5.24245,-0.0785277,-1.27318,12.114,-4.10651,-6.36591,1.29779,-6.68019,0.944857,
59,-0.379852,-0.850928,1,-1,0.987182,-0.420431,-0.134053,-0.0229567,0.551774,-0.114176,0.0799161,-0.309601,-0.465636,-0.339877,5.22835,0.729275,2.38149,9.82245,-15.4592,12.4513,-13.6984,-1.9191,3.33255,
60,-0.95446,0.991998,2.03427e-05,0.999999,0.970964,-0.283121,-0.106788,0.120886,0.375439,-0.436467,0.705096,-1.08445,0.116399,-0.23524,3.97577,0.366074,2.7751,-8.77657,-0.688066,8.239,-11.9672,15.1304,1.36838,
