step,action0,action1,action2,action3,action4,action5,state0,state1,state2,state3,state4,state5,state6,state7,state8,state9,state10,state11,state12,state13,state14,state15,state16,
0,0.795557,0.0280913,-0.0132316,0.0328197,-0.142539,0.0411362,0.0630394,-0.0518677,-0.0133034,-0.010785,0.0615661,0.0236643,-0.0997345,-0.0495433,0.0991976,0.0146351,0.0922247,0.0411597,0.047769,0.0452996,0.0132324,0.0242512,0.0549715,
1,0.786039,0.668632,-0.557251,-0.05402,-0.0878786,0.999991,0.0517267,-0.0671425,0.221886,-0.0620295,-0.0229358,0.049273,-0.0614872,-0.00617091,0.587276,-0.470886,-0.607271,6.1865,-0.596867,-1.67198,0.628837,0.975501,1.21633,
2,0.922321,0.101644,0.882732,-0.463482,-0.0196272,0.99858,-0.00120331,-0.131776,0.454575,0.234802,-0.244853,0.0184307,-0.0137328,0.321983,0.170417,-1.33035,-1.29283,3.65199,7.48837,-4.09483,-1.38801,0.547226,8.35707,
3,0.925509,0.341646,0.99991,-0.139651,0.0726918,0.389534,-0.0658617,-0.139022,0.539912,0.235207,0.24377,-0.19865,0.0508611,0.53946,-0.0871507,-1.36443,0.47778,0.415627,-3.44839,13.4107,-5.00483,1.02104,-1.23885,
4,0.889303,0.178794,-0.186001,-0.0419186,0.0142023,-0.42515,-0.152428,-0.117989,0.527908,0.136633,0.680004,-0.286685,0.00993706,0.291118,0.0585138,-1.96573,0.302116,-0.458578,-0.566488,3.90812,0.188191,-1.57571,-6.19509,
5,0.913186,0.999906,-0.999764,-0.040018,-0.186113,0.973221,-0.256156,-0.0958517,0.572054,0.262858,0.227788,-0.144693,-0.13023,-0.21625,0.138015,-1.83748,0.376744,2.17561,5.58664,-10.6832,4.52209,-6.84698,-12.9324,
6,0.9571,-0.776173,0.861365,-0.0489017,-0.635055,-0.998658,-0.328431,-0.0426497,0.537053,0.570193,-0.472207,-0.0801041,-0.450175,-0.315049,-0.549966,-0.776507,1.86784,-3.6916,3.27726,-12.2451,-1.29861,-6.54961,2.91171,
7,0.73379,-0.547807,0.488048,0.720175,-0.937834,0.94161,-0.315673,0.108469,0.50865,0.130649,0.0155149,-0.117325,-0.730542,-0.39523,0.715905,0.959751,3.44559,1.7686,-10.8731,15.3598,-0.533495,-4.4049,-2.80041,
8,0.457125,0.999988,-0.999874,0.609916,-0.999936,-0.287719,-0.267125,0.21861,0.557382,-0.311193,0.485648,0.0846424,-0.965546,-0.121118,0.652734,0.949723,1.25796,-0.299438,-4.95697,3.66847,4.83569,-4.97946,6.50845,
9,0.745745,0.999014,-0.99835,-0.615656,-0.998529,-0.999955,-0.240322,0.1843,0.307791,0.295358,-0.236177,0.30319,-0.909843,-0.110922,-0.09581,0.377139,-1.57042,-5.36805,15.427,-18.2598,3.54961,4.13367,-3.07153,
