step,action0,action1,action2,action3,action4,action5,state0,state1,state2,state3,state4,state5,state6,state7,state8,state9,state10,state11,state12,state13,state14,state15,state16,
0,0.00257631,0.00196694,0.122018,0.880285,0.762463,-0.00250389,1.24705,-0.00479347,-0.00341365,0.00196694,0.0027216,-0.00144531,-0.000367506,0.00282558,0.00440308,0.00365566,0.00247703,0.00289711,0.00153624,0.00359938,0.0023934,0.00365938,0.00324194,
1,-0.00174064,0,-0.105057,0.8802,0.783299,-0.420852,1.24666,0.00323862,0.00659297,-0.000579778,0.0103739,0.00678532,0.00230851,0.000878555,0.111571,-0.100565,0.929846,1.05121,-0.166474,1.8182,0.930697,0.380755,-0.217592,
2,-0.00480805,0.000737095,0.0225566,0.880048,0.769283,-0.225236,1.24596,0.0089459,0.0119242,0.000737095,0.015938,0.0126437,0.0054172,-0.0260168,0.0391347,-0.0737784,0.492201,0.373445,0.291322,-0.334082,0.55444,0.381599,-6.50253,
3,-0.0061041,0.0023711,0.116314,0.879885,0.756467,-0.0267668,1.24522,0.0113574,0.013477,0.0023711,0.0141997,0.0160044,0.00817262,-0.090924,-0.025889,-0.112346,0.136796,0.0434091,0.128522,-0.110671,0.316631,0.311179,-9.72843,
4,-0.0062438,0.00290778,0.156241,0.879601,0.751969,0.112562,1.24393,0.0116174,0.0129899,0.00290779,0.0204475,0.0180114,0.0103002,-0.169339,-0.0484712,-0.211133,-0.054919,-0.144442,0.00783209,1.66398,0.199848,0.226486,-9.88021,
5,-0.00602517,0.00268815,0.127711,0.879127,0.760627,0.127578,1.24177,0.0112106,0.0116548,0.00268816,0.0432914,0.0190484,0.0115907,-0.22636,-0.0048952,-0.321955,-0.00268756,-0.164895,-0.0341397,4.00471,0.052869,0.0941218,-3.7944,
6,-0.00629755,0.00245038,0.078391,0.878467,0.772006,0.0962254,1.23879,0.0117174,0.0104771,0.00245039,0.0827506,0.0190157,0.0119632,-0.236917,0.0530919,-0.42541,0.130879,-0.126695,-0.0241855,5.85577,-0.0504577,0.00869464,0.764866,
7,-0.00712029,0.00232783,0.0385296,0.877628,0.780436,0.0678038,1.23502,0.0132482,0.00963657,0.00232784,0.133892,0.0183995,0.0118959,-0.219572,0.0966511,-0.518172,0.24811,-0.0846635,-0.00749867,6.92946,-0.0959835,-0.0202443,3.3438,
8,-0.00838333,0.00232867,0.0113,0.876625,0.785896,0.0508429,1.23054,0.0155985,0.00909068,0.00232867,0.19115,0.017586,0.0117326,-0.186822,0.125165,-0.60254,0.334829,-0.0542091,0.00596224,7.38628,-0.102697,-0.0186301,4.72305,
9,-0.00995625,0.00240905,-0.0053882,0.875466,0.78911,0.0460894,1.2254,0.0185254,0.00872666,0.00240906,0.250417,0.0168195,0.011638,-0.145774,0.142067,-0.682305,0.392473,-0.0393221,0.0123848,7.43219,-0.0860751,-0.00450496,5.52009,
10,-0.0117212,0.00250976,-0.0139988,0.87415,0.79071,0.0527834,1.21963,0.0218098,0.0084193,0.00250977,0.309092,0.0162457,0.0116722,-0.0990655,0.150517,-0.761261,0.424798,-0.0396609,0.0113832,7.23856,-0.0556871,0.0129783,6.14457,
11,-0.0135751,0.00257568,-0.016234,0.872673,0.791117,0.0704356,1.21321,0.0252599,0.00805407,0.00257569,0.365793,0.0159514,0.0118451,-0.0473476,0.15267,-0.842824,0.434223,-0.0532829,0.00409921,6.93894,-0.0168845,0.0301771,6.7706,
12,-0.0153946,0.00261204,-0.0103856,0.871204,0.790825,0.0124895,1.2069,0.0286464,0.00760708,0.00261205,0.418002,0.0159266,0.0121145,0.00647492,0.151126,-0.581667,0.39477,-0.0468404,0.0130365,5.71313,0.0005664,0.0321336,5.9456,
13,-0.0169276,0.00273992,0.0044085,0.870488,0.788925,-0.0826485,1.20385,0.0314999,0.00727435,0.00273993,0.458015,0.0159707,0.0124016,0.0453814,0.141091,-0.217609,0.322479,-0.0380534,0.016482,4.40835,0.00985096,0.0377955,3.95987,
14,-0.018139,0.00280799,0.0262268,0.870281,0.784921,-0.117328,1.20297,0.0337548,0.00690746,0.002808,0.490405,0.0161685,0.0128058,0.0675236,0.120056,-0.0244843,0.243557,-0.0550515,-4.08076e-05,3.75021,0.0393264,0.0603422,1.6886,
15,-0.0190271,0.00270365,0.0475946,0.870333,0.780685,-0.116259,1.20319,0.0354079,0.006339,0.00270366,0.519544,0.0166381,0.0133733,0.0721776,0.097946,0.0677078,0.171391,-0.0877603,-0.0254897,3.56159,0.077935,0.0795345,-0.456862,
16,-0.019625,0.00231315,0.0673732,0.8705,0.776743,-0.09458,1.2039,0.0365211,0.00549634,0.00231315,0.548586,0.0174085,0.0140502,0.0611251,0.0775044,0.102593,0.103151,-0.120484,-0.0860813,3.72065,0.110996,0.0876389,-2.27014,
17,-0.0198906,0.000988798,0.0903754,0.8707,0.772514,-0.0514473,1.20475,0.0370156,0.00447253,0.000988799,0.580263,0.0183314,0.0147179,0.0373145,0.0557037,0.106575,0.0173001,-0.138848,-0.246423,4.20537,0.116234,0.0784771,-3.66826,
18,-0.0199189,0,0.0876629,0.87089,0.773473,-0.0485243,1.20556,0.0370682,0.0034768,-0.00167435,0.616932,0.019147,0.0151981,0.0105475,0.0606325,0.0945977,0.0201202,-0.104442,-0.387309,4.94701,0.0810443,0.0385963,-2.45853,
19,-0.0200779,0,0.0769773,0.87105,0.775837,-0.058686,1.20624,0.0373642,0.0027809,-0.00511263,0.659241,0.0196603,0.0153919,-0.00316596,0.0728192,0.0763945,0.0524375,-0.0714258,-0.471163,5.62715,0.0498381,0.0131855,-1.09263,
20,-0.0203606,0,0.0692151,0.871174,0.777444,-0.0647142,1.20678,0.0378905,0.00229966,-0.00911542,0.706433,0.0199867,0.0154599,-0.00854596,0.0811288,0.0572097,0.0775023,-0.050169,-0.52972,6.16844,0.0332136,0.00520992,-0.325934,
21,-0.020734,0,0.0642016,0.871262,0.778421,-0.067191,1.20716,0.0385857,0.00195461,-0.0135304,0.757551,0.0202167,0.015498,-0.00933783,0.0861911,0.0391634,0.094835,-0.0368905,-0.57485,6.60915,0.0250463,0.00470426,0.0849478,
22,-0.0211734,0,0.0574361,0.871327,0.779983,-0.077715,1.20745,0.0394037,0.00125593,-0.017101,0.80753,0.0204127,0.0155489,-0.00792187,0.0942939,0.0418668,0.11201,-0.260384,0.0133778,4.66528,0.0275097,0.00956167,0.197208,
23,-0.0216877,0,0.0517573,0.871413,0.781323,-0.0847701,1.20781,0.0403614,-0.00230239,-0.0129794,0.831491,0.0206565,0.0156524,-0.00636281,0.101266,0.0432232,0.125525,-0.597952,0.936434,1.6424,0.0323333,0.0152609,0.203654,
24,-0.0222371,0,0.0512811,0.871484,0.781343,-0.0794178,1.2081,0.0413843,-0.00790443,-0.00319635,0.837676,0.0209174,0.0157872,-0.00460828,0.101372,0.0285964,0.128849,-0.782368,1.45476,0.0862546,0.0323199,0.0177407,0.238915,
