step,action0,action1,action2,action3,action4,action5,state0,state1,state2,state3,state4,state5,state6,state7,state8,state9,state10,state11,state12,state13,state14,state15,state16,
0,0.00262082,0,0.526778,0.760987,0.991329,-0.00259488,1.24705,-0.00479347,-0.00341365,0.00196694,0.0027216,-0.00144531,-0.000367506,0.00282558,0.00440308,0.00365566,0.00247703,0.00289711,0.00153624,0.00359938,0.0023934,0.00365938,0.00324194,
1,-0.00111701,0,0.456686,0.763695,0.991329,-0.324654,1.24634,0.002043,0.00631131,-0.00366344,0.0357401,0.00500847,0.00311466,0.00229817,0.10996,-0.180693,0.776874,1.08193,-0.796172,8.06088,0.724062,0.452099,0.167956,
2,-0.00354223,0,0.479492,0.765459,0.991329,-0.0795611,1.24448,0.00647876,0.0122521,-0.00919464,0.125088,0.0092251,0.00662367,-0.0136134,0.077445,-0.282932,0.362505,0.461653,-0.589282,10,0.370235,0.419155,-4.14235,
3,-0.00455822,0,0.483174,0.766355,0.991329,0.1023,1.24161,0.00833705,0.0144193,-0.0126998,0.265471,0.0113697,0.0096205,-0.0492978,0.0720441,-0.433321,0.121991,0.11504,-0.239498,10,0.188427,0.332651,-4.79086,
4,-0.00481735,0,0.471362,0.766817,0.991329,0.216989,1.23744,0.00881101,0.0145136,-0.0117422,0.459056,0.0124773,0.0118767,-0.0796217,0.0892184,-0.605315,0.0114122,-0.0709764,0.574668,10,0.100887,0.237205,-2.81719,
5,-0.00481519,0,0.448547,0.767087,0.991329,0.269842,1.23194,0.00880706,0.0135151,-0.00150252,0.707832,0.0131244,0.0134277,-0.0881222,0.121193,-0.760692,-0.0022509,-0.167391,2.11912,10,0.0683953,0.157207,0.636428,
6,-0.00405508,0,0.500459,0.766925,0.991329,0.328235,1.22606,0.00741678,0.0126119,0.0114377,0.949351,0.0127364,0.0142676,-0.0710117,0.046074,-0.672166,-0.172947,-0.145165,1.0448,10,-0.0165956,0.0812078,3.4427,
7,-0.00359627,0,0.488033,0.767058,0.991329,0.273185,1.22071,0.00657759,0.0108187,0.0164538,1.04792,0.0130545,0.0148475,-0.0273714,0.0648468,-0.684631,-0.0495657,-0.313151,0.285807,6.12521,0.0809187,0.0661713,7.55775,
8,-0.00348987,0,0.476322,0.767401,0.991329,0.276725,1.21495,0.00638298,0.00763626,0.0170047,1.0658,0.0138773,0.0153869,0.0473809,0.0820607,-0.761944,-0.0126922,-0.476695,-0.0996268,-0.795194,0.117972,0.0689138,10,
9,-0.00337832,0,0.475594,0.767794,0.991329,0.271812,1.20857,0.00617897,0.00337898,0.0154969,1.0455,0.0148215,0.0159154,0.150388,0.0831159,-0.719874,-0.0264405,-0.451177,-0.203084,-3.77296,0.0672708,0.0256627,10,
10,-0.00346645,0,0.4697,0.767624,0.991329,0.0793968,1.2047,0.00634016,0.00185183,0.0142989,1.01095,0.0144121,0.0154948,0.252353,0.0915998,-0.289223,0.0678976,0.0167286,-0.117787,-4.65698,-0.1482,-0.107801,10,
11,-0.00387026,0,0.466465,0.766972,0.991329,-0.0366765,1.20342,0.00707872,0.00293778,0.0133905,0.973436,0.0128482,0.0146159,0.342463,0.0962105,-0.0575084,0.115704,0.22595,-0.113146,-4.61154,-0.23095,-0.107284,10,
12,-0.00440843,0,0.468364,0.766173,0.991329,-0.0889728,1.20347,0.00806307,0.00508002,0.0124505,0.938337,0.0109354,0.0139244,0.417126,0.0935074,0.0566571,0.128669,0.294052,-0.120659,-4.11629,-0.240853,-0.0674055,8.33481,
13,-0.004956,0,0.473635,0.765407,0.991329,-0.103171,1.20415,0.00906459,0.00744182,0.0114752,0.90801,0.00910146,0.0135554,0.475106,0.0859483,0.10376,0.120065,0.288429,-0.121378,-3.45405,-0.214361,-0.0277835,6.23594,
14,-0.00543881,0,0.48054,0.764759,0.991329,-0.0967432,1.20504,0.00994768,0.00959994,0.0105289,0.883101,0.0075499,0.0134544,0.517221,0.0759128,0.114625,0.0993449,0.247459,-0.114074,-2.78016,-0.172018,0.000306122,4.33733,
15,-0.00581828,0,0.487764,0.76426,0.991329,-0.0803904,1.20593,0.0106418,0.0113667,0.00966301,0.863359,0.00635791,0.0135262,0.545301,0.0652476,0.107478,0.0732499,0.193078,-0.102006,-2.17077,-0.125553,0.0164605,2.70722,
16,-0.00608136,0,0.494428,0.763913,0.991329,-0.0605933,1.20674,0.011123,0.0126884,0.00890192,0.848123,0.00553028,0.0136876,0.561494,0.0552524,0.0926864,0.0464694,0.137537,-0.0884084,-1.65565,-0.0815023,0.0236032,1.35412,
17,-0.00623088,0,0.50011,0.763706,0.991329,-0.0409638,1.20741,0.0113964,0.013583,0.00824787,0.836611,0.0050347,0.0138818,0.567923,0.0466088,0.0759165,0.0216323,0.0869517,-0.0755243,-1.23917,-0.0428544,0.0252574,0.259064,
18,-0.00627808,0,0.504683,0.763617,0.991329,-0.0232804,1.20796,0.0114828,0.0141014,0.00768953,0.828061,0.00482375,0.0140778,0.566518,0.0395654,0.060058,-0.00010078,0.0437561,-0.0645816,-0.913126,-0.0104726,0.0243456,-0.608059,
19,-0.00623814,0,0.508117,0.763627,0.991329,-0.00838459,1.20838,0.0114097,0.0143064,0.00720957,0.821801,0.00484668,0.0142628,0.558948,0.0342269,0.0463156,-0.0180865,0.00859325,-0.0559219,-0.664126,0.0156013,0.0226048,-1.2842,
20,-0.00612772,0,0.510482,0.763714,0.991329,0.00354256,1.2087,0.0112078,0.0142608,0.00678992,0.817272,0.00505508,0.0144346,0.54659,0.0305234,0.0350171,-0.0322586,-0.0189884,-0.0494407,-0.477783,0.0359416,0.0210537,-1.80573,
21,-0.00596296,0,0.511905,0.763861,0.991329,0.0126896,1.20895,0.0109064,0.0140215,0.00641434,0.814028,0.00540636,0.0145971,0.530547,0.0282847,0.0260516,-0.0429062,-0.0399665,-0.0448247,-0.340733,0.0514001,0.0201797,-2.20546,
22,-0.00575828,0,0.512535,0.764054,0.991329,0.0194801,1.20912,0.010532,0.0136368,0.00606932,0.811722,0.00586525,0.0147563,0.511682,0.0272904,0.0190025,-0.0505239,-0.0555585,-0.0417319,-0.241494,0.0629562,0.0201604,-2.51031,
23,-0.00552563,0,0.512525,0.764279,0.991329,0.02451,1.20925,0.0101065,0.0131443,0.00574374,0.810089,0.00640483,0.0149195,0.49068,0.0273062,0.0131666,-0.0557122,-0.0670835,-0.0398918,-0.170675,0.0716556,0.0210226,-2.73915,
24,-0.00527465,0,0.511976,0.764531,0.991329,0.028079,1.20934,0.00964744,0.0125726,0.00542909,0.808935,0.00700493,0.0150924,0.468085,0.0281731,0.00836492,-0.0589058,-0.0754511,-0.0389217,-0.120828,0.0781191,0.0224708,-2.90877,
25,-0.00501336,0,0.510963,0.7648,0.991329,0.0303378,1.20939,0.00916952,0.0119443,0.0051199,0.808115,0.00764928,0.0152784,0.444307,0.0297674,0.00465167,-0.0604329,-0.0812997,-0.0384661,-0.0862298,0.0827383,0.024185,-3.0349,
26,-0.00474838,0,0.509562,0.765083,0.991329,0.0314489,1.20942,0.00868485,0.0112775,0.00481311,0.807525,0.0083245,0.0154787,0.419639,0.0319655,0.0020304,-0.0606051,-0.0851701,-0.0382816,-0.0625761,0.0858665,0.0259652,-3.13141,
27,-0.00448495,0,0.507852,0.765373,0.991329,0.0316255,1.20942,0.00820302,0.0105859,0.00450715,0.807092,0.00902009,0.0156933,0.39427,0.0346404,0.000384696,-0.0597395,-0.0875608,-0.0382331,-0.0466776,0.0878633,0.0277183,-3.20941,
28,-0.00422696,0,0.505903,0.765669,0.991329,0.0311087,1.20942,0.00773114,0.00987948,0.00420124,0.806762,0.00972836,0.0159219,0.368318,0.0376741,-0.000492554,-0.0581382,-0.0889201,-0.0382587,-0.0361973,0.0890712,0.0294056,-3.27706,
