step,action0,action1,action2,state0,state1,state2,state3,state4,state5,state6,state7,state8,state9,state10,
0,0.340794,-0.00539501,0.999063,1.25328,-0.00330511,0.00483479,0.00243509,0.00213707,0.00405011,0.0025651,0.00225809,0.00298596,0.00355,0.00384313,
1,0.340696,0.0719774,0.999048,1.25287,-0.00344014,0.0046284,0.00217873,0.0079754,0.0235854,-0.10518,-0.0301781,-0.0472356,-0.0679948,1.45387,
2,0.34039,-0.00340073,0.999003,1.2516,-0.00356585,0.00416434,0.00168493,0.0253518,0.0519286,-0.213737,0.00142337,-0.0648945,-0.0554839,2.88837,
3,0.339878,-0.0119644,0.998924,1.24945,-0.00354318,0.0036353,0.00096307,0.0541758,0.0726679,-0.321328,0.00500788,-0.0655245,-0.124666,4.31575,
4,0.339159,-0.009848,0.9988,1.24646,-0.00350506,0.00313564,-0.000349159,0.0943755,0.0915103,-0.428562,0.00412198,-0.0586415,-0.202859,5.73227,
5,0.338234,0.000606881,0.998615,1.2426,-0.00348502,0.00270364,-0.00226131,0.14586,0.109182,-0.5353,-0.000254008,-0.0491726,-0.274486,7.13707,
6,0.337104,-0.0149971,0.99835,1.23789,-0.0035061,0.00234887,-0.00467205,0.208535,0.134873,-0.620306,0.00627748,-0.039925,-0.352263,8.48708,
7,0.336272,-0.442811,0.998069,1.23444,-0.00258531,0.00204516,-0.00990992,0.278162,0.323971,-0.249624,0.199112,-0.0352762,-0.935785,8.94091,
8,0.336112,0.0186857,0.997831,1.23377,-0.00177145,0.00179901,-0.0215765,0.352143,0.412186,0.0750133,-0.00782173,-0.0264266,-1.96624,9.57383,
9,0.336537,-0.132335,0.997654,1.23553,-0.00156612,0.00160869,-0.0388139,0.431362,0.546404,0.3586,0.0557154,-0.0211368,-2.33556,10,
10,0.337458,-0.0143779,0.997571,1.23937,-0.0013185,0.00146311,-0.0596159,0.516402,0.646235,0.590967,0.00601825,-0.0154746,-2.85867,10,
11,0.338776,-0.104807,0.997568,1.24486,-0.00112756,0.00135541,-0.0838604,0.607965,0.755293,0.773358,0.0440283,-0.0115811,-3.198,10,
12,0.340389,-0.0882062,0.997626,1.25159,-0.000816292,0.00127789,-0.111178,0.706647,0.844963,0.89971,0.0370146,-0.007997,-3.62692,10,
13,0.342195,0.0396922,0.997714,1.25914,-0.000521252,0.00122786,-0.141457,0.809411,0.849221,1.00331,-0.0166218,-0.00282855,-3.76514,10,
14,0.344219,0.367578,0.997929,1.26763,-0.00125444,0.001231,-0.169463,0.865472,0.711734,1.10137,-0.1614,0.00251595,-3.27109,4.02856,
15,0.346345,0.101881,0.99824,1.27656,-0.00211432,0.00125019,-0.192533,0.882385,0.676994,1.12256,-0.0427905,0.00197602,-2.52297,0.598208,
16,0.348451,0.0403145,0.998558,1.28544,-0.00243893,0.00126537,-0.211601,0.879856,0.656027,1.0856,-0.0168826,0.00147004,-2.26862,-1.00958,
17,0.350439,-0.0558487,0.998819,1.29384,-0.00240385,0.00127423,-0.229371,0.868853,0.656164,1.0123,0.0233997,0.000781694,-2.17752,-1.62337,
18,0.352273,0.00648911,0.999017,1.3016,-0.00231733,0.00128057,-0.247008,0.855236,0.649319,0.928079,-0.00271603,0.000770037,-2.2334,-1.72257,
19,0.35394,-0.0116127,0.999166,1.30868,-0.00230762,0.00128561,-0.264784,0.841925,0.651814,0.840934,0.00486069,0.000504067,-2.21132,-1.58005,
20,0.355437,-0.00266173,0.999277,1.31505,-0.00228384,0.00128952,-0.282495,0.830198,0.652999,0.751336,0.00111406,0.00046413,-2.21669,-1.34431,
21,0.356764,-0.00804732,0.999359,1.3207,-0.00226651,0.00129314,-0.300203,0.820456,0.655412,0.661437,0.00336825,0.000432048,-2.21028,-1.09234,
22,0.357919,-0.00840079,0.999417,1.32563,-0.00223969,0.00129676,-0.317887,0.812665,0.657044,0.571528,0.00351621,0.000457829,-2.21051,-0.860447,
23,0.358905,-0.0109615,0.999456,1.32985,-0.00220796,0.00130058,-0.33557,0.806597,0.658358,0.482099,0.00458807,0.000482104,-2.2101,-0.662774,
24,0.359723,-0.0123423,0.999479,1.33335,-0.00216954,0.00130458,-0.353259,0.801962,0.65906,0.393171,0.00516609,0.000503779,-2.21194,-0.501951,
25,0.360374,-0.0138599,0.999486,1.33614,-0.00212618,0.00130869,-0.370966,0.798475,0.659305,0.304773,0.00580141,0.000509085,-2.21452,-0.375159,
26,0.360861,-0.0149803,0.999478,1.33823,-0.00207831,0.00131276,-0.388697,0.795882,0.659111,0.216827,0.00627041,0.000498232,-2.21814,-0.277433,
27,0.361184,-0.0159781,0.999454,1.33961,-0.00202683,0.00131667,-0.40646,0.793973,0.658567,0.129262,0.00668816,0.000470989,-2.22243,-0.203385,
28,0.361343,-0.0168018,0.999409,1.34029,-0.00197225,0.0013203,-0.424259,0.792578,0.657724,0.0419939,0.00703299,0.000430135,-2.22734,-0.14802,
29,0.36134,-0.0175287,0.99934,1.34028,-0.00191504,0.00132355,-0.4421,0.791566,0.656636,-0.045047,0.00733733,0.000378317,-2.23277,-0.107066,
30,0.361175,-0.018174,0.999237,1.33957,-0.00185552,0.00132634,-0.459986,0.790836,0.655341,-0.131923,0.0076075,0.000318335,-2.23866,-0.0770375,
31,0.360848,-0.0187683,0.999087,1.33817,-0.0017939,0.00132861,-0.477921,0.790312,0.65387,-0.218684,0.00785632,0.000252505,-2.24499,-0.0551814,
32,0.360359,-0.0193273,0.998867,1.33607,-0.00173034,0.00133034,-0.495908,0.789937,0.652243,-0.30537,0.00809039,0.000182709,-2.25172,-0.0393741,
33,0.359708,-0.0198659,0.998543,1.33329,-0.00166495,0.00133149,-0.513951,0.78967,0.650477,-0.392013,0.0083159,0.000110351,-2.25885,-0.0280051,
34,0.358894,-0.0203937,0.998057,1.3298,-0.00159777,0.00133204,-0.532052,0.78948,0.648583,-0.478638,0.00853692,3.64417e-05,-2.26638,-0.0198706,
35,0.357918,-0.0209186,0.997313,1.32563,-0.00152883,0.00133199,-0.550215,0.789345,0.646566,-0.565262,0.00875668,-3.8333e-05,-2.27431,-0.0140809,
36,0.356777,-0.0214459,0.996145,1.32076,-0.00145814,0.00133134,-0.568443,0.78925,0.644433,-0.651902,0.00897748,-0.000113535,-2.28264,-0.00998641,
37,0.355472,-0.0219799,0.994263,1.3152,-0.00138568,0.00133007,-0.586739,0.789182,0.642183,-0.738568,0.00920108,-0.000188905,-2.29138,-0.00711906,
38,0.354001,-0.0225237,0.991153,1.30894,-0.00131142,0.00132819,-0.605107,0.789134,0.639819,-0.82527,0.0094288,-0.000264313,-2.30053,-0.00514935,
39,0.352365,-0.0230797,0.985867,1.30199,-0.00123534,0.0013257,-0.62355,0.789098,0.63734,-0.912014,0.00966166,-0.000339711,-2.31012,-0.00385696,
40,0.35056,-0.0236499,0.976641,1.29435,-0.00115737,0.0013226,-0.642071,0.78907,0.634742,-0.998805,0.00990043,-0.000415107,-2.32014,-0.00311543,
41,0.348587,-0.0242354,0.960133,1.28601,-0.00107749,0.00131889,-0.660674,0.789046,0.632025,-1.08565,0.0101456,-0.000490539,-2.33061,-0.00289417,
42,0.346444,-0.0248367,0.929975,1.27698,-0.000995624,0.00131457,-0.679363,0.78902,0.629183,-1.17254,0.0103975,-0.000566058,-2.34154,-0.003286,
43,0.344129,-0.025453,0.874238,1.26725,-0.000911735,0.00130963,-0.698141,0.788988,0.626212,-1.25947,0.0106556,-0.000641715,-2.35293,-0.00457663,
44,0.341642,-0.0260805,0.771929,1.25683,-0.000825776,0.00130408,-0.717012,0.788938,0.623105,-1.34644,0.0109184,-0.000717546,-2.36478,-0.00737876,
45,0.33898,-0.0267109,0.59195,1.24571,-0.000737727,0.00129791,-0.735979,0.788853,0.619851,-1.43342,0.0111824,-0.000793564,-2.37707,-0.0128276,
46,0.336142,-0.0273299,0.306657,1.23389,-0.000647605,0.00129113,-0.755047,0.788704,0.616439,-1.52036,0.0114417,-0.000869783,-2.38978,-0.0226627,
47,0.333126,-0.0279258,-0.0671759,1.22138,-0.000555476,0.00128373,-0.774217,0.788447,0.612858,-1.60721,0.0116913,-0.000946328,-2.40283,-0.0385377,
48,0.329933,-0.0273962,-0.440427,1.20819,-0.000463042,0.00127575,-0.793489,0.787742,0.608662,-1.69208,0.0114695,-0.00101255,-2.41491,-0.137647,
49,0.326576,-0.0188393,-0.716031,1.19436,-0.00038465,0.00126752,-0.812817,0.784088,0.601392,-1.76352,0.00788607,-0.00101625,-2.41714,-0.775107,
50,0.323076,-0.00904024,-0.873169,1.18001,-0.000335507,0.00125913,-0.832093,0.773758,0.592912,-1.82396,0.00378387,-0.00104567,-2.40205,-1.80627,
51,0.319451,0.00416461,-0.948113,1.16521,-0.000323223,0.00125034,-0.851186,0.754297,0.584186,-1.8772,-0.0017431,-0.00110951,-2.37103,-3.05736,
52,0.315711,0.0206176,-0.980068,1.15,-0.000358947,0.00124086,-0.869956,0.724428,0.576093,-1.92566,-0.00863067,-0.00120715,-2.32155,-4.40832,
53,0.311863,0.0407196,-0.992726,1.13441,-0.000454381,0.00123049,-0.888243,0.683602,0.569112,-1.97049,-0.0170525,-0.001325,-2.25013,-5.79665,
54,0.307913,0.0642546,-0.997468,1.11848,-0.000621681,0.0012191,-0.905853,0.631631,0.563545,-2.01216,-0.0269307,-0.00145098,-2.15209,-7.19458,
55,0.303866,0.159205,-0.999159,1.10223,-0.00087203,0.0012067,-0.922553,0.568483,0.554075,-2.00838,-0.0672066,-0.00131444,-2.01217,-8.44346,
56,0.300754,0.814053,-0.999655,1.08978,-0.0033118,0.00120597,-0.937048,0.508168,0.491851,-1.13504,-0.476695,0.000232949,-1.64737,-6.75739,
57,0.29928,0.461164,-0.99978,1.08389,-0.00617801,0.00118839,-0.946117,0.458559,0.60134,-0.35931,-0.208766,-0.00429687,-0.637907,-5.73428,
58,0.299195,0.0786692,-0.999792,1.08356,-0.00719018,0.00115044,-0.949157,0.415244,0.681355,0.255898,-0.0329949,-0.00507201,-0.128089,-5.16264,
59,0.300199,0.131313,-0.999736,1.08756,-0.00754755,0.00111775,-0.950069,0.375064,0.706109,0.730544,-0.0552797,-0.00323943,-0.0998468,-4.9365,
60,0.302071,0.122205,-0.999588,1.09504,-0.00796366,0.0010962,-0.950477,0.335476,0.737026,1.12655,-0.0514056,-0.00218071,9.06092e-05,-5.00349,
61,0.304657,0.176543,-0.999237,1.1054,-0.00845055,0.00108312,-0.950067,0.294395,0.759741,1.4522,-0.0746737,-0.00112828,0.105887,-5.301,
62,0.30783,0.215333,-0.998385,1.11815,-0.00909699,0.00107697,-0.948465,0.250166,0.782979,1.72661,-0.0915602,-0.000420029,0.298117,-5.78282,
63,0.311494,0.259614,-0.996184,1.13292,-0.00989068,0.00107601,-0.945053,0.201491,0.803708,1.95893,-0.111206,0.000167023,0.55854,-6.40627,
64,0.315567,0.29434,-0.990131,1.14941,-0.0108285,0.0010792,-0.93926,0.147381,0.82308,2.15848,-0.12695,0.000619315,0.892964,-7.13665,
65,0.319985,0.321639,-0.972493,1.16738,-0.011883,0.00108577,-0.930548,0.0871091,0.840119,2.3307,-0.139575,0.00100384,1.28835,-7.94292,
66,0.324693,0.336489,-0.919102,1.18664,-0.0130193,0.00109523,-0.918472,0.0202044,0.854609,2.47827,-0.146545,0.00133269,1.73362,-8.79245,
67,0.329635,0.330549,-0.760523,1.20696,-0.0141762,0.00110714,-0.90271,-0.0534579,0.866521,2.5983,-0.143748,0.00160936,2.20985,-9.63125,
68,0.334741,0.276511,-0.366048,1.22807,-0.0152267,0.00112086,-0.883155,-0.133272,0.877693,2.67664,-0.118826,0.0017854,2.68157,-10,
69,0.339893,0.120186,0.242269,1.24952,-0.0159103,0.00113524,-0.860175,-0.217018,0.892354,2.67912,-0.050548,0.00178424,3.0658,-10,
70,0.344922,-0.0926363,0.704404,1.27058,-0.0159592,0.00114989,-0.835086,-0.300279,0.907536,2.58527,0.0388841,0.00181922,3.20606,-10,
71,0.349708,-0.131111,0.902338,1.29074,-0.0155881,0.00116726,-0.810096,-0.37752,0.907552,2.45684,0.0551938,0.0023625,3.03913,-9.11415,
72,0.354217,-0.200472,0.96842,1.30986,-0.0150333,0.00118657,-0.786781,-0.44504,0.916572,2.32205,0.0850587,0.00235992,2.78711,-7.76945,
73,0.358444,-0.140767,0.989442,1.32788,-0.0144079,0.00120698,-0.76585,-0.501416,0.912343,2.18421,0.0593114,0.00278099,2.45588,-6.31235,
74,0.362401,-0.113276,0.996308,1.34484,-0.0139795,0.00122935,-0.747163,-0.545905,0.911141,2.05645,0.0476155,0.00273676,2.21548,-4.81136,
75,0.366106,-0.123011,0.99865,1.3608,-0.0135811,0.0012503,-0.730272,-0.578388,0.915443,1.93428,0.0517481,0.00246243,2.0067,-3.31125,
76,0.369568,-0.116245,0.999482,1.37579,-0.0131774,0.00126944,-0.715109,-0.598895,0.919196,1.81363,0.048875,0.00228016,1.78406,-1.8171,
77,0.372795,-0.115099,0.99979,1.38982,-0.012787,0.00128703,-0.701694,-0.607487,0.924392,1.6953,0.0483887,0.00208527,1.56981,-0.332572,
78,0.375793,-0.110806,0.999909,1.40292,-0.0124055,0.00130321,-0.689983,-0.604244,0.929793,1.578,0.0465687,0.00192897,1.35804,1.14146,
79,0.378564,-0.106842,0.999957,1.41507,-0.0120378,0.0013182,-0.679938,-0.589254,0.93547,1.46124,0.0448895,0.00179155,1.1539,2.60414,
80,0.381113,-0.101421,0.999978,1.4263,-0.0116855,0.00133218,-0.671492,-0.562609,0.940987,1.34424,0.042596,0.00167774,0.958025,4.05497,
81,0.38344,-0.0947628,0.999987,1.43658,-0.0113531,0.00134529,-0.66457,-0.524407,0.946162,1.22644,0.039782,0.00157996,0.773306,5.49344,
82,0.385546,-0.0860747,0.999991,1.44592,-0.0110457,0.00135766,-0.659072,-0.474749,0.95077,1.10739,0.0361156,0.00149491,0.602277,6.91908,
83,0.387431,-0.0748416,0.999993,1.45429,-0.0107709,0.00136937,-0.654873,-0.413738,0.954688,0.986822,0.0313834,0.00141729,0.448423,8.33137,
84,0.389093,-0.0603009,0.999994,1.4617,-0.0105381,0.00138044,-0.651821,-0.341485,0.957852,0.864704,0.0252694,0.00134271,0.315794,9.72985,
85,0.390531,-0.0416995,0.999993,1.46813,-0.0103592,0.00139089,-0.649726,-0.2581,0.960299,0.741322,0.0174633,0.00126653,0.209298,10,
86,0.391745,-0.0182397,0.999992,1.47356,-0.010249,0.00140068,-0.648355,-0.163699,0.962181,0.617331,0.00763504,0.00118425,0.134626,10,
87,0.392736,0.0108056,0.999989,1.47801,-0.0102245,0.00140973,-0.647429,-0.0584009,0.963792,0.493838,-0.00452281,0.00109122,0.0982343,10,
88,0.393507,0.0459948,0.999985,1.48147,-0.0103051,0.00141796,-0.646612,0.0576787,0.965593,0.372475,-0.0192646,0.000982591,0.107156,10,
89,0.394066,0.0875319,0.99998,1.48398,-0.0105121,0.00142519,-0.645513,0.184425,0.968244,0.255459,-0.0367302,0.000853215,0.168634,10,
90,0.394422,0.135014,0.999976,1.48558,-0.0108673,0.00143126,-0.643684,0.321727,0.972629,0.145637,-0.0568567,0.000697582,0.289484,10,
91,0.394591,0.187088,0.999973,1.48635,-0.0113909,0.00143593,-0.640626,0.469486,0.979883,0.0464863,-0.0792382,0.000509809,0.475067,10,
92,0.394597,0.241049,0.999973,1.48637,-0.0120984,0.00143892,-0.635812,0.627613,0.991408,-0.0379755,-0.102915,0.000283785,0.727773,10,
93,0.394469,0.290485,0.999974,1.4858,-0.0129951,0.00143993,-0.628715,0.796031,1.00349,-0.0851348,-0.125186,0.000179164,1.06142,10,
94,0.394568,-0.00921253,0.999972,1.48625,-0.0135848,0.00144722,-0.617502,0.907725,0.946647,0.160895,0.00385598,0.00105947,1.71036,8.31473,
95,0.394927,-0.0701888,0.999963,1.48786,-0.0134567,0.00145814,-0.603287,0.945007,0.90041,0.224169,0.0294257,0.00142124,1.82767,1.75295,
96,0.395314,-0.0301809,0.999948,1.4896,-0.013278,0.00146911,-0.588772,0.944809,0.869602,0.203035,0.012636,0.00123276,1.79236,-1.38536,
97,0.395627,-0.0109457,0.999929,1.49101,-0.0132015,0.00147662,-0.574501,0.927795,0.855962,0.144138,0.00458149,0.000658479,1.77051,-2.64477,
98,0.395815,0.00206899,0.999912,1.49186,-0.0131829,0.00147973,-0.560397,0.905075,0.85114,0.0657414,-0.000865972,0.000155973,1.75303,-2.92322,
99,0.395855,0.00582654,0.999904,1.49204,-0.0131948,0.00147947,-0.546411,0.882259,0.851181,-0.0218599,-0.00243871,-0.000186036,1.74232,-2.73071,
100,0.395735,0.00700603,0.99991,1.4915,-0.013216,0.00147718,-0.532512,0.86188,0.853125,-0.113386,-0.0029324,-0.000358284,1.73206,-2.34752,
101,0.395452,0.00673734,0.999927,1.49022,-0.0132391,0.00147402,-0.518695,0.84481,0.855648,-0.205823,-0.00281993,-0.000415063,1.7221,-1.92031,
102,0.395005,0.00631771,0.999948,1.48821,-0.0132612,0.00147069,-0.504959,0.831081,0.858042,-0.297683,-0.00264429,-0.000406284,1.71218,-1.51973,
103,0.394395,0.00591074,0.999965,1.48546,-0.0132818,0.00146755,-0.4913,0.820344,0.860046,-0.388306,-0.00247395,-0.000371768,1.70285,-1.17464,
104,0.393625,0.00563494,0.999978,1.482,-0.0133013,0.00146469,-0.477712,0.812119,0.86158,-0.477522,-0.00235851,-0.000335895,1.69436,-0.891975,
105,0.392696,0.00545401,0.999986,1.47783,-0.0133199,0.00146207,-0.464188,0.805916,0.862664,-0.565399,-0.00228278,-0.000311856,1.68684,-0.66807,
106,0.391609,0.0053484,0.99999,1.47296,-0.0133381,0.00145957,-0.45072,0.801295,0.863359,-0.652114,-0.00223858,-0.000304894,1.68028,-0.49489,
107,0.390367,0.00529249,0.999993,1.4674,-0.013356,0.00145704,-0.437301,0.797887,0.863732,-0.737874,-0.00221517,-0.000315665,1.67457,-0.363316,
108,0.38897,0.00527331,0.999994,1.46115,-0.0133737,0.00145435,-0.423925,0.795394,0.863854,-0.822875,-0.00220715,-0.000342398,1.66958,-0.26473,
109,0.387417,0.00528182,0.999994,1.45423,-0.0133914,0.00145139,-0.410586,0.793583,0.863784,-0.907289,-0.00221071,-0.000382357,1.66518,-0.191676,
110,0.385709,0.00531301,0.999994,1.44664,-0.0134092,0.00144806,-0.397281,0.792275,0.863573,-0.991256,-0.00222376,-0.000432652,1.66126,-0.138029,
111,0.383845,0.00536322,0.999993,1.43837,-0.0134272,0.00144428,-0.384005,0.791336,0.863262,-1.07489,-0.00224478,-0.000490665,1.65771,-0.0989311,
112,0.381825,0.00542964,0.999992,1.42944,-0.0134453,0.00144001,-0.370756,0.790664,0.862884,-1.15827,-0.00227258,-0.000554222,1.65448,-0.0706167,
113,0.379648,0.00550977,0.999989,1.41984,-0.0134636,0.00143521,-0.357533,0.790185,0.862463,-1.24146,-0.00230612,-0.000621628,1.6515,-0.0502237,
114,0.377313,0.00560136,0.999984,1.40958,-0.0134823,0.00142984,-0.344332,0.789845,0.862019,-1.32452,-0.00234446,-0.000691625,1.64873,-0.0356051,
115,0.374817,0.00570236,0.999975,1.39865,-0.0135013,0.00142391,-0.331152,0.789604,0.861567,-1.40748,-0.00238673,-0.000763323,1.64616,-0.0251693,
116,0.372161,0.00581094,0.999961,1.38706,-0.0135206,0.00141738,-0.317992,0.789434,0.861117,-1.49036,-0.00243218,-0.000836124,1.64376,-0.0177466,
117,0.369342,0.00592554,0.999937,1.3748,-0.0135403,0.00141027,-0.304851,0.789314,0.860678,-1.57319,-0.00248014,-0.000909652,1.64151,-0.0124844,
118,0.366358,0.00604483,0.999896,1.36189,-0.0135604,0.00140255,-0.291728,0.78923,0.860255,-1.65598,-0.00253007,-0.000983689,1.63941,-0.00876503,
119,0.363208,0.00616772,0.999826,1.34831,-0.0135809,0.00139424,-0.27862,0.789171,0.859852,-1.73873,-0.00258151,-0.00105813,1.63745,-0.00614376,
120,0.359891,0.00629335,0.999705,1.33407,-0.0136019,0.00138531,-0.265528,0.78913,0.859474,-1.82146,-0.00263409,-0.00113295,1.63563,-0.00430207,
121,0.356403,0.006421,0.999498,1.31916,-0.0136232,0.00137578,-0.25245,0.789101,0.859121,-1.90417,-0.00268753,-0.00120816,1.63393,-0.00301316,
122,0.352744,0.00655015,0.999138,1.3036,-0.0136451,0.00136564,-0.239384,0.789081,0.858795,-1.98686,-0.00274158,-0.00128382,1.63237,-0.00211691,
123,0.34891,0.00668033,0.998513,1.28737,-0.0136673,0.00135488,-0.226331,0.789066,0.858498,-2.06954,-0.00279607,-0.00135998,1.63094,-0.00150183,
124,0.344922,-0.355504,0.99742,1.27058,-0.0135597,0.00134068,-0.213512,0.789038,0.954433,-2.04154,0.155587,-0.00480213,1.35543,-0.0215855,
125,0.341425,-0.714569,0.995663,1.25592,-0.0111686,0.00127644,-0.208798,0.788735,1.24199,-1.62951,0.37521,-0.00936193,-0.102907,-0.0460435,
126,0.338638,-0.143173,0.992869,1.24428,-0.00929804,0.00121524,-0.216062,0.788388,1.35009,-1.29173,0.0603391,-0.00564826,-1.67004,-0.0383834,
127,0.336447,-0.019086,0.988506,1.23516,-0.00897316,0.00117325,-0.232137,0.788124,1.48158,-1.00015,0.00798937,-0.00456085,-2.3252,-0.0269902,
128,0.334751,0.0247468,0.982187,1.22812,-0.00896346,0.0011411,-0.252336,0.787955,1.59453,-0.772959,-0.0103598,-0.00334889,-2.70873,-0.0151306,
129,0.333426,0.0369655,0.97332,1.22263,-0.00906251,0.00111909,-0.275031,0.787876,1.68801,-0.610379,-0.0154788,-0.00211769,-2.95267,-0.0050348,
